Ukazatel,IndicatorType,"ČR, regiony",Uz01A,Roky,Pohlaví,POHZM,Věk (roky),VEK1UT,Hodnota
Naděje dožití (ex),5411UT,Česko,CZ,2017,muži,1,42,410042610043000,35.3990697185
Naděje dožití (ex),5411UT,Česko,CZ,2017,muži,1,43,410043610044000,34.4605877863
Naděje dožití (ex),5411UT,Česko,CZ,2017,muži,1,44,410044610045000,33.5259436952
Naděje dožití (ex),5411UT,Česko,CZ,2017,muži,1,45,410045610046000,32.5957233485
Naděje dožití (ex),5411UT,Česko,CZ,2017,muži,1,46,410046610047000,31.6709242126
Naděje dožití (ex),5411UT,Česko,CZ,2017,muži,1,47,410047610048000,30.7530448627
Naděje dožití (ex),5411UT,Česko,CZ,2017,muži,1,48,410048610049000,29.8436962051
Naděje dožití (ex),5411UT,Česko,CZ,2017,muži,1,49,410049610050000,28.9441319995
Naděje dožití (ex),5411UT,Česko,CZ,2017,muži,1,50,410050610051000,28.0550332005
Naděje dožití (ex),5411UT,Česko,CZ,2017,muži,1,51,410051610052000,27.1764416221
Naděje dožití (ex),5411UT,Česko,CZ,2017,muži,1,52,410052610053000,26.3076436581
Naděje dožití (ex),5411UT,Česko,CZ,2017,muži,1,53,410053610054000,25.4472327656
Naděje dožití (ex),5411UT,Česko,CZ,2017,muži,1,54,410054610055000,24.5943100379
Naděje dožití (ex),5411UT,Česko,CZ,2017,muži,1,55,410055610056000,23.7491111806
Naděje dožití (ex),5411UT,Česko,CZ,2017,muži,1,56,410056610057000,22.9130336195
Naděje dožití (ex),5411UT,Česko,CZ,2017,muži,1,57,410057610058000,22.0880729061
Naděje dožití (ex),5411UT,Česko,CZ,2017,muži,1,58,410058610059000,21.2768073274
Naděje dožití (ex),5411UT,Česko,CZ,2017,muži,1,59,410059610060000,20.4820821421
Naděje dožití (ex),5411UT,Česko,CZ,2017,muži,1,60,410060610061000,19.7059627968
Naděje dožití (ex),5411UT,Česko,CZ,2017,muži,1,61,410061610062000,18.9492203685
Naděje dožití (ex),5411UT,Česko,CZ,2017,muži,1,62,410062610063000,18.211250725
Naděje dožití (ex),5411UT,Česko,CZ,2017,muži,1,63,410063610064000,17.490290462
Naděje dožití (ex),5411UT,Česko,CZ,2017,muži,1,64,410064610065000,16.7833491808
Naděje dožití (ex),5411UT,Česko,CZ,2017,muži,1,65,410065610066000,16.0876868714
Naděje dožití (ex),5411UT,Česko,CZ,2017,muži,1,66,410066610067000,15.4024472844
Naděje dožití (ex),5411UT,Česko,CZ,2017,muži,1,67,410067610068000,14.728913963
Naděje dožití (ex),5411UT,Česko,CZ,2017,muži,1,68,410068610069000,14.0691718357
Naděje dožití (ex),5411UT,Česko,CZ,2017,muži,1,69,410069610070000,13.4252224648
Naděje dožití (ex),5411UT,Česko,CZ,2017,muži,1,70,410070610071000,12.7988112907
Naděje dožití (ex),5411UT,Česko,CZ,2017,muži,1,71,410071610072000,12.1904267948
Naděje dožití (ex),5411UT,Česko,CZ,2017,muži,1,72,410072610073000,11.5982375107
Naděje dožití (ex),5411UT,Česko,CZ,2017,muži,1,73,410073610074000,11.0180807824
Naděje dožití (ex),5411UT,Česko,CZ,2017,muži,1,74,410074610075000,10.4473732977
Naděje dožití (ex),5411UT,Česko,CZ,2017,muži,1,75,410075610076000,9.8853884583
Naděje dožití (ex),5411UT,Česko,CZ,2017,muži,1,76,410076610077000,9.3329737356
Naděje dožití (ex),5411UT,Česko,CZ,2017,muži,1,77,410077610078000,8.7921856763
Naděje dožití (ex),5411UT,Česko,CZ,2017,muži,1,78,410078610079000,8.2657171414
Naděje dožití (ex),5411UT,Česko,CZ,2017,muži,1,79,410079610080000,7.7560284066
Naděje dožití (ex),5411UT,Česko,CZ,2017,muži,1,80,410080610081000,7.2647787808
Naděje dožití (ex),5411UT,Česko,CZ,2017,muži,1,81,410081610082000,6.7929740311
Naděje dožití (ex),5411UT,Česko,CZ,2017,muži,1,82,410082610083000,6.3407975026
Naděje dožití (ex),5411UT,Česko,CZ,2017,muži,1,83,410083610084000,5.9090971507
Naděje dožití (ex),5411UT,Česko,CZ,2017,muži,1,84,410084610085000,5.4985763059
Naděje dožití (ex),5411UT,Česko,CZ,2017,muži,1,85,410085610086000,5.1097800352
Naděje dožití (ex),5411UT,Česko,CZ,2017,muži,1,86,410086610087000,4.743084571
Naděje dožití (ex),5411UT,Česko,CZ,2017,muži,1,87,410087610088000,4.3986903516
Naděje dožití (ex),5411UT,Česko,CZ,2017,muži,1,88,410088610089000,4.0766190892
Naděje dožití (ex),5411UT,Česko,CZ,2017,muži,1,89,410089610090000,3.7767151241
Naděje dožití (ex),5411UT,Česko,CZ,2017,muži,1,90,410090610091000,3.4986511363
Naděje dožití (ex),5411UT,Česko,CZ,2017,muži,1,91,410091610092000,3.2419380883
Naděje dožití (ex),5411UT,Česko,CZ,2017,muži,1,92,410092610093000,3.0059390881
Naděje dožití (ex),5411UT,Česko,CZ,2017,muži,1,93,410093610094000,2.789886706
Naděje dožití (ex),5411UT,Česko,CZ,2017,muži,1,94,410094610095000,2.5929031936
Naděje dožití (ex),5411UT,Česko,CZ,2017,muži,1,95,410095610096000,2.4140230812
Naděje dožití (ex),5411UT,Česko,CZ,2017,muži,1,96,410096610097000,2.2522178526
Naděje dožití (ex),5411UT,Česko,CZ,2017,muži,1,97,410097610098000,2.1064229636
Naděje dožití (ex),5411UT,Česko,CZ,2017,muži,1,98,410098610099000,1.9755687085
Naděje dožití (ex),5411UT,Česko,CZ,2017,muži,1,99,410099620100000,1.858619049
Naděje dožití (ex),5411UT,Česko,CZ,2017,muži,1,100,420100620101000,1.7546281316
Naděje dožití (ex),5411UT,Česko,CZ,2017,muži,1,101,420101620102000,1.6628365769
Naděje dožití (ex),5411UT,Česko,CZ,2017,muži,1,102,420102620103000,1.5828576326
Naděje dožití (ex),5411UT,Česko,CZ,2017,muži,1,103,420103620104000,1.5150684092
Naděje dožití (ex),5411UT,Česko,CZ,2017,muži,1,104,420104620105000,1.4614764506
Naděje dožití (ex),5411UT,Česko,CZ,2017,muži,1,105,420105799999000,1.4277090508
Naděje dožití (ex),5411UT,Česko,CZ,2018,ženy,2,0,400000600001000,81.891750582
Naděje dožití (ex),5411UT,Česko,CZ,2018,ženy,2,1,400001600002000,81.087088669
Naděje dožití (ex),5411UT,Česko,CZ,2018,ženy,2,2,400002600003000,80.1110316796
Naděje dožití (ex),5411UT,Česko,CZ,2018,ženy,2,3,400003600004000,79.120075873
Naděje dožití (ex),5411UT,Česko,CZ,2018,ženy,2,4,400004600005000,78.1264131517
Naděje dožití (ex),5411UT,Česko,CZ,2018,ženy,2,5,400005600006000,77.1321475434
Naděje dožití (ex),5411UT,Česko,CZ,2018,ženy,2,6,400006600007000,76.1381866975
Naděje dožití (ex),5411UT,Česko,CZ,2018,ženy,2,7,400007600008000,75.1450504324
Naděje dožití (ex),5411UT,Česko,CZ,2018,ženy,2,8,400008600009000,74.1528199973
Naděje dožití (ex),5411UT,Česko,CZ,2018,ženy,2,9,400009610010000,73.1608574479
Naděje dožití (ex),5411UT,Česko,CZ,2018,ženy,2,10,410010610011000,72.1678808405
Naděje dožití (ex),5411UT,Česko,CZ,2018,ženy,2,11,410011610012000,71.1733265571
Naděje dožití (ex),5411UT,Česko,CZ,2018,ženy,2,12,410012610013000,70.1776992593
Naděje dožití (ex),5411UT,Česko,CZ,2018,ženy,2,13,410013610014000,69.1818894018
Naděje dožití (ex),5411UT,Česko,CZ,2018,ženy,2,14,410014610015000,68.186656833
Naděje dožití (ex),5411UT,Česko,CZ,2018,ženy,2,15,410015610016000,67.1925737722
Naděje dožití (ex),5411UT,Česko,CZ,2018,ženy,2,16,410016610017000,66.1999876952
Naděje dožití (ex),5411UT,Česko,CZ,2018,ženy,2,17,410017610018000,65.2090751695
Naděje dožití (ex),5411UT,Česko,CZ,2018,ženy,2,18,410018610019000,64.2198037877
Naděje dožití (ex),5411UT,Česko,CZ,2018,ženy,2,19,410019610020000,63.23188216
Naděje dožití (ex),5411UT,Česko,CZ,2018,ženy,2,20,410020610021000,62.2449704344
Naděje dožití (ex),5411UT,Česko,CZ,2018,ženy,2,21,410021610022000,61.2588074046
Naděje dožití (ex),5411UT,Česko,CZ,2018,ženy,2,22,410022610023000,60.2732192379
Naděje dožití (ex),5411UT,Česko,CZ,2018,ženy,2,23,410023610024000,59.2880272206
Naděje dožití (ex),5411UT,Česko,CZ,2018,ženy,2,24,410024610025000,58.3030399942
Naděje dožití (ex),5411UT,Česko,CZ,2018,ženy,2,25,410025610026000,57.318070866
Naděje dožití (ex),5411UT,Česko,CZ,2018,ženy,2,26,410026610027000,56.3329590997
Naděje dožití (ex),5411UT,Česko,CZ,2018,ženy,2,27,410027610028000,55.3475800784
Naděje dožití (ex),5411UT,Česko,CZ,2018,ženy,2,28,410028610029000,54.3619385286
Naděje dožití (ex),5411UT,Česko,CZ,2018,ženy,2,29,410029610030000,53.3762488849
Naděje dožití (ex),5411UT,Česko,CZ,2018,ženy,2,30,410030610031000,52.3909227497
Naděje dožití (ex),5411UT,Česko,CZ,2018,ženy,2,31,410031610032000,51.4063753029
Naděje dožití (ex),5411UT,Česko,CZ,2018,ženy,2,32,410032610033000,50.4228919829
Naděje dožití (ex),5411UT,Česko,CZ,2018,ženy,2,33,410033610034000,49.4406201159
Naděje dožití (ex),5411UT,Česko,CZ,2018,ženy,2,34,410034610035000,48.4596784969
Naděje dožití (ex),5411UT,Česko,CZ,2018,ženy,2,35,410035610036000,47.4802146524
Naděje dožití (ex),5411UT,Česko,CZ,2018,ženy,2,36,410036610037000,46.5023902793
Naděje dožití (ex),5411UT,Česko,CZ,2018,ženy,2,37,410037610038000,45.5262852346
Naděje dožití (ex),5411UT,Česko,CZ,2018,ženy,2,38,410038610039000,44.5518414495
Naděje dožití (ex),5411UT,Česko,CZ,2018,ženy,2,39,410039610040000,43.5788907414
Naděje dožití (ex),5411UT,Česko,CZ,2018,ženy,2,40,410040610041000,42.6073162198
Naděje dožití (ex),5411UT,Česko,CZ,2018,ženy,2,41,410041610042000,41.6371033096
Naděje dožití (ex),5411UT,Česko,CZ,2018,ženy,2,42,410042610043000,40.6684068153
Naděje dožití (ex),5411UT,Česko,CZ,2018,ženy,2,43,410043610044000,39.7016657507
Naděje dožití (ex),5411UT,Česko,CZ,2018,ženy,2,44,410044610045000,38.7376787189
Naděje dožití (ex),5411UT,Česko,CZ,2018,ženy,2,45,410045610046000,37.7774056526
Naděje dožití (ex),5411UT,Česko,CZ,2018,ženy,2,46,410046610047000,36.8216131751
Naděje dožití (ex),5411UT,Česko,CZ,2018,ženy,2,47,410047610048000,35.8707334782
Naděje dožití (ex),5411UT,Česko,CZ,2018,ženy,2,48,410048610049000,34.9248297953
Naděje dožití (ex),5411UT,Česko,CZ,2018,ženy,2,49,410049610050000,33.9835678262
Naděje dožití (ex),5411UT,Česko,CZ,2018,ženy,2,50,410050610051000,33.046182708
Naděje dožití (ex),5411UT,Česko,CZ,2018,ženy,2,51,410051610052000,32.1119876086
Naděje dožití (ex),5411UT,Česko,CZ,2018,ženy,2,52,410052610053000,31.1807395446
Naděje dožití (ex),5411UT,Česko,CZ,2018,ženy,2,53,410053610054000,30.2527154951
Naděje dožití (ex),5411UT,Česko,CZ,2018,ženy,2,54,410054610055000,29.328631161
Naděje dožití (ex),5411UT,Česko,CZ,2018,ženy,2,55,410055610056000,28.4096807367
Naděje dožití (ex),5411UT,Česko,CZ,2018,ženy,2,56,410056610057000,27.4974805524
Naděje dožití (ex),5411UT,Česko,CZ,2018,ženy,2,57,410057610058000,26.5935239656
Naděje dožití (ex),5411UT,Česko,CZ,2018,ženy,2,58,410058610059000,25.6989528393
Naděje dožití (ex),5411UT,Česko,CZ,2018,ženy,2,59,410059610060000,24.8144648548
Naděje dožití (ex),5411UT,Česko,CZ,2018,ženy,2,60,410060610061000,23.940323448
Naděje dožití (ex),5411UT,Česko,CZ,2018,ženy,2,61,410061610062000,23.0762321314
Naděje dožití (ex),5411UT,Česko,CZ,2018,ženy,2,62,410062610063000,22.2215347507
Naděje dožití (ex),5411UT,Česko,CZ,2018,ženy,2,63,410063610064000,21.3756678593
Naděje dožití (ex),5411UT,Česko,CZ,2018,ženy,2,64,410064610065000,20.5382703079
Naděje dožití (ex),5411UT,Česko,CZ,2018,ženy,2,65,410065610066000,19.7091415509
Naděje dožití (ex),5411UT,Česko,CZ,2018,ženy,2,66,410066610067000,18.8881809865
Naděje dožití (ex),5411UT,Česko,CZ,2018,ženy,2,67,410067610068000,18.0754366983
Naděje dožití (ex),5411UT,Česko,CZ,2018,ženy,2,68,410068610069000,17.2713831147
Naděje dožití (ex),5411UT,Česko,CZ,2018,ženy,2,69,410069610070000,16.4771560651
Naděje dožití (ex),5411UT,Česko,CZ,2018,ženy,2,70,410070610071000,15.6945590102
Naděje dožití (ex),5411UT,Česko,CZ,2018,ženy,2,71,410071610072000,14.9253280694
Naděje dožití (ex),5411UT,Česko,CZ,2018,ženy,2,72,410072610073000,14.1707402637
Naděje dožití (ex),5411UT,Česko,CZ,2018,ženy,2,73,410073610074000,13.4314383097
Naděje dožití (ex),5411UT,Česko,CZ,2018,ženy,2,74,410074610075000,12.7071429774
Naděje dožití (ex),5411UT,Česko,CZ,2018,ženy,2,75,410075610076000,11.9963995166
Naděje dožití (ex),5411UT,Česko,CZ,2018,ženy,2,76,410076610077000,11.2972418375
Naděje dožití (ex),5411UT,Česko,CZ,2018,ženy,2,77,410077610078000,10.6093648498
Naděje dožití (ex),5411UT,Česko,CZ,2018,ženy,2,78,410078610079000,9.9347782915
Naděje dožití (ex),5411UT,Česko,CZ,2018,ženy,2,79,410079610080000,9.2770178748
Naděje dožití (ex),5411UT,Česko,CZ,2018,ženy,2,80,410080610081000,8.6394338127
Naděje dožití (ex),5411UT,Česko,CZ,2018,ženy,2,81,410081610082000,8.0249738397
Naděje dožití (ex),5411UT,Česko,CZ,2018,ženy,2,82,410082610083000,7.4363250816
Naděje dožití (ex),5411UT,Česko,CZ,2018,ženy,2,83,410083610084000,6.8761207799
Naděje dožití (ex),5411UT,Česko,CZ,2018,ženy,2,84,410084610085000,6.3469128905
Naděje dožití (ex),5411UT,Česko,CZ,2018,ženy,2,85,410085610086000,5.8507699118
Naděje dožití (ex),5411UT,Česko,CZ,2018,ženy,2,86,410086610087000,5.3888408521
Naděje dožití (ex),5411UT,Česko,CZ,2018,ženy,2,87,410087610088000,4.9611527125
Naděje dožití (ex),5411UT,Česko,CZ,2018,ženy,2,88,410088610089000,4.5670253372
Naděje dožití (ex),5411UT,Česko,CZ,2018,ženy,2,89,410089610090000,4.2052814066
Naděje dožití (ex),5411UT,Česko,CZ,2018,ženy,2,90,410090610091000,3.8742168586
Naděje dožití (ex),5411UT,Česko,CZ,2018,ženy,2,91,410091610092000,3.5716715101
Naděje dožití (ex),5411UT,Česko,CZ,2018,ženy,2,92,410092610093000,3.2929628245
Naděje dožití (ex),5411UT,Česko,CZ,2018,ženy,2,93,410093610094000,3.0359832635
Naděje dožití (ex),5411UT,Česko,CZ,2018,ženy,2,94,410094610095000,2.8000264005
Naděje dožití (ex),5411UT,Česko,CZ,2018,ženy,2,95,410095610096000,2.5857039388
Naděje dožití (ex),5411UT,Česko,CZ,2018,ženy,2,96,410096610097000,2.3933662552
Naděje dožití (ex),5411UT,Česko,CZ,2018,ženy,2,97,410097610098000,2.2211513963
Naděje dožití (ex),5411UT,Česko,CZ,2018,ženy,2,98,410098610099000,2.0658497403
Naděje dožití (ex),5411UT,Česko,CZ,2018,ženy,2,99,410099620100000,1.9252014951
Naděje dožití (ex),5411UT,Česko,CZ,2018,ženy,2,100,420100620101000,1.7998841545
Naděje dožití (ex),5411UT,Česko,CZ,2018,ženy,2,101,420101620102000,1.6949053861
Naděje dožití (ex),5411UT,Česko,CZ,2018,ženy,2,102,420102620103000,1.6044713843
Naděje dožití (ex),5411UT,Česko,CZ,2018,ženy,2,103,420103620104000,1.5286754326
Naděje dožití (ex),5411UT,Česko,CZ,2018,ženy,2,104,420104620105000,1.4693783517
Naděje dožití (ex),5411UT,Česko,CZ,2018,ženy,2,105,420105799999000,1.4323498664
Naděje dožití (ex),5411UT,Česko,CZ,2018,muži,1,0,400000600001000,76.0839391341
Naděje dožití (ex),5411UT,Česko,CZ,2018,muži,1,1,400001600002000,75.2908852955
Naděje dožití (ex),5411UT,Česko,CZ,2018,muži,1,2,400002600003000,74.3110007236
Naděje dožití (ex),5411UT,Česko,CZ,2018,muži,1,3,400003600004000,73.3214104028
Naděje dožití (ex),5411UT,Česko,CZ,2018,muži,1,4,400004600005000,72.3311684273
Naděje dožití (ex),5411UT,Česko,CZ,2018,muži,1,5,400005600006000,71.3395059251
Naděje dožití (ex),5411UT,Česko,CZ,2018,muži,1,6,400006600007000,70.3462622892
Naděje dožití (ex),5411UT,Česko,CZ,2018,muži,1,7,400007600008000,69.3521036313
Naděje dožití (ex),5411UT,Česko,CZ,2018,muži,1,8,400008600009000,68.3576839082
Naděje dožití (ex),5411UT,Česko,CZ,2018,muži,1,9,400009610010000,67.3631904353
Naděje dožití (ex),5411UT,Česko,CZ,2018,muži,1,10,410010610011000,66.3684280862
Naděje dožití (ex),5411UT,Česko,CZ,2018,muži,1,11,410011610012000,65.3732633268
Naděje dožití (ex),5411UT,Česko,CZ,2018,muži,1,12,410012610013000,64.3779074058
Naděje dožití (ex),5411UT,Česko,CZ,2018,muži,1,13,410013610014000,63.3828645267
Naděje dožití (ex),5411UT,Česko,CZ,2018,muži,1,14,410014610015000,62.3888395815
Naděje dožití (ex),5411UT,Česko,CZ,2018,muži,1,15,410015610016000,61.3968821144
Naděje dožití (ex),5411UT,Česko,CZ,2018,muži,1,16,410016610017000,60.4087384568
Naděje dožití (ex),5411UT,Česko,CZ,2018,muži,1,17,410017610018000,59.426688147
Naděje dožití (ex),5411UT,Česko,CZ,2018,muži,1,18,410018610019000,58.4524475183
Naděje dožití (ex),5411UT,Česko,CZ,2018,muži,1,19,410019610020000,57.4854171407
Naděje dožití (ex),5411UT,Česko,CZ,2018,muži,1,20,410020610021000,56.5232868223
Naděje dožití (ex),5411UT,Česko,CZ,2018,muži,1,21,410021610022000,55.5631493828
Naděje dožití (ex),5411UT,Česko,CZ,2018,muži,1,22,410022610023000,54.6026727581
Naděje dožití (ex),5411UT,Česko,CZ,2018,muži,1,23,410023610024000,53.6411654869
Naděje dožití (ex),5411UT,Česko,CZ,2018,muži,1,24,410024610025000,52.679619031
Naděje dožití (ex),5411UT,Česko,CZ,2018,muži,1,25,410025610026000,51.7194060185
Naděje dožití (ex),5411UT,Česko,CZ,2018,muži,1,26,410026610027000,50.760403834
Naděje dožití (ex),5411UT,Česko,CZ,2018,muži,1,27,410027610028000,49.8007791925
Naděje dožití (ex),5411UT,Česko,CZ,2018,muži,1,28,410028610029000,48.8388093743
Naděje dožití (ex),5411UT,Česko,CZ,2018,muži,1,29,410029610030000,47.8745125257
Naděje dožití (ex),5411UT,Česko,CZ,2018,muži,1,30,410030610031000,46.9092871815
Naděje dožití (ex),5411UT,Česko,CZ,2018,muži,1,31,410031610032000,45.9446951708
Naděje dožití (ex),5411UT,Česko,CZ,2018,muži,1,32,410032610033000,44.9818911681
Naděje dožití (ex),5411UT,Česko,CZ,2018,muži,1,33,410033610034000,44.021670352
Naděje dožití (ex),5411UT,Česko,CZ,2018,muži,1,34,410034610035000,43.0644616997
Naděje dožití (ex),5411UT,Česko,CZ,2018,muži,1,35,410035610036000,42.1102343
Naděje dožití (ex),5411UT,Česko,CZ,2018,muži,1,36,410036610037000,41.1584878199
Naděje dožití (ex),5411UT,Česko,CZ,2018,muži,1,37,410037610038000,40.2087176702
Naděje dožití (ex),5411UT,Česko,CZ,2018,muži,1,38,410038610039000,39.2605954003
Naděje dožití (ex),5411UT,Česko,CZ,2018,muži,1,39,410039610040000,38.3140265317
Naděje dožití (ex),5411UT,Česko,CZ,2018,muži,1,40,410040610041000,37.3692288674
Naděje dožití (ex),5411UT,Česko,CZ,2018,muži,1,41,410041610042000,36.4267816078
Naděje dožití (ex),5411UT,Česko,CZ,2018,muži,1,42,410042610043000,35.4874792368
Naděje dožití (ex),5411UT,Česko,CZ,2018,muži,1,43,410043610044000,34.5519962753
Naděje dožití (ex),5411UT,Česko,CZ,2018,muži,1,44,410044610045000,33.620819362
Naděje dožití (ex),5411UT,Česko,CZ,2018,muži,1,45,410045610046000,32.6943002112
Naděje dožití (ex),5411UT,Česko,CZ,2018,muži,1,46,410046610047000,31.7727460473
Naděje dožití (ex),5411UT,Česko,CZ,2018,muži,1,47,410047610048000,30.8564378346
Naděje dožití (ex),5411UT,Česko,CZ,2018,muži,1,48,410048610049000,29.9460556911
Naděje dožití (ex),5411UT,Česko,CZ,2018,muži,1,49,410049610050000,29.0431488674
Naděje dožití (ex),5411UT,Česko,CZ,2018,muži,1,50,410050610051000,28.1502521873
Naděje dožití (ex),5411UT,Česko,CZ,2018,muži,1,51,410051610052000,27.2694763377
Naděje dožití (ex),5411UT,Česko,CZ,2018,muži,1,52,410052610053000,26.4012167295
Naděje dožití (ex),5411UT,Česko,CZ,2018,muži,1,53,410053610054000,25.5438148772
Naděje dožití (ex),5411UT,Česko,CZ,2018,muži,1,54,410054610055000,24.695566066
Naděje dožití (ex),5411UT,Česko,CZ,2018,muži,1,55,410055610056000,23.8557734784
Naděje dožití (ex),5411UT,Česko,CZ,2018,muži,1,56,410056610057000,23.0248073908
Naděje dožití (ex),5411UT,Česko,CZ,2018,muži,1,57,410057610058000,22.2034384987
Naděje dožití (ex),5411UT,Česko,CZ,2018,muži,1,58,410058610059000,21.3927344159
Naděje dožití (ex),5411UT,Česko,CZ,2018,muži,1,59,410059610060000,20.5940706202
Naděje dožití (ex),5411UT,Česko,CZ,2018,muži,1,60,410060610061000,19.8090806518
Naděje dožití (ex),5411UT,Česko,CZ,2018,muži,1,61,410061610062000,19.0396879552
Naděje dožití (ex),5411UT,Česko,CZ,2018,muži,1,62,410062610063000,18.2877351383
Naděje dožití (ex),5411UT,Česko,CZ,2018,muži,1,63,410063610064000,17.5542972414
Naděje dožití (ex),5411UT,Česko,CZ,2018,muži,1,64,410064610065000,16.8393797252
Naděje dožití (ex),5411UT,Česko,CZ,2018,muži,1,65,410065610066000,16.1420802013
Naděje dožití (ex),5411UT,Česko,CZ,2018,muži,1,66,410066610067000,15.4608422043
Naděje dožití (ex),5411UT,Česko,CZ,2018,muži,1,67,410067610068000,14.7935278158
Naděje dožití (ex),5411UT,Česko,CZ,2018,muži,1,68,410068610069000,14.1387470537
