Ukazatel,IndicatorType,Roky,Oblast,Uz012,Věk (jednoleté skupiny),VEKZEN1PLOD,Hodnota,Uz01A
Míry plodnosti,5406,2005,Moravskoslezský kraj,CZ080,40,410040610041000,8.7957432946,CZ08
Míry plodnosti,5406,2005,Moravskoslezský kraj,CZ080,41,410041610042000,3.6952505162,CZ08
Míry plodnosti,5406,2005,Moravskoslezský kraj,CZ080,42,410042610043000,1.9659997687,CZ08
Míry plodnosti,5406,2005,Moravskoslezský kraj,CZ080,43,410043610044000,1.3485350006,CZ08
Míry plodnosti,5406,2005,Moravskoslezský kraj,CZ080,44,410044610045000,1.3994910941,CZ08
Míry plodnosti,5406,2005,Moravskoslezský kraj,CZ080,45,410045610046000,0.1292991983,CZ08
Míry plodnosti,5406,2005,Moravskoslezský kraj,CZ080,46,410046610047000,0.0,CZ08
Míry plodnosti,5406,2005,Moravskoslezský kraj,CZ080,47,410047610048000,0.0,CZ08
Míry plodnosti,5406,2005,Moravskoslezský kraj,CZ080,48,410048610049000,0.0,CZ08
Míry plodnosti,5406,2005,Moravskoslezský kraj,CZ080,49,410049610050000,0.0,CZ08
Míry plodnosti,5406,2006,Česko,CZ,15,410015610016000,1.3013187755,CZ
Míry plodnosti,5406,2006,Česko,CZ,16,410016610017000,3.8984501284,CZ
Míry plodnosti,5406,2006,Česko,CZ,17,410017610018000,8.6389363604,CZ
Míry plodnosti,5406,2006,Česko,CZ,18,410018610019000,16.1380597015,CZ
Míry plodnosti,5406,2006,Česko,CZ,19,410019610020000,24.4391274626,CZ
Míry plodnosti,5406,2006,Česko,CZ,20,410020610021000,32.8501976464,CZ
Míry plodnosti,5406,2006,Česko,CZ,21,410021610022000,39.3070988114,CZ
Míry plodnosti,5406,2006,Česko,CZ,22,410022610023000,43.9674622966,CZ
Míry plodnosti,5406,2006,Česko,CZ,23,410023610024000,53.1204052815,CZ
Míry plodnosti,5406,2006,Česko,CZ,24,410024610025000,63.4990613801,CZ
Míry plodnosti,5406,2006,Česko,CZ,25,410025610026000,79.8444071804,CZ
Míry plodnosti,5406,2006,Česko,CZ,26,410026610027000,92.4476865992,CZ
Míry plodnosti,5406,2006,Česko,CZ,27,410027610028000,103.919030246,CZ
Míry plodnosti,5406,2006,Česko,CZ,28,410028610029000,111.5208851118,CZ
Míry plodnosti,5406,2006,Česko,CZ,29,410029610030000,114.7528116345,CZ
Míry plodnosti,5406,2006,Česko,CZ,30,410030610031000,106.0526431043,CZ
Míry plodnosti,5406,2006,Česko,CZ,31,410031610032000,92.8534393363,CZ
Míry plodnosti,5406,2006,Česko,CZ,32,410032610033000,75.1074158808,CZ
Míry plodnosti,5406,2006,Česko,CZ,33,410033610034000,63.8739767289,CZ
Míry plodnosti,5406,2006,Česko,CZ,34,410034610035000,51.4780100937,CZ
Míry plodnosti,5406,2006,Česko,CZ,35,410035610036000,41.7530799764,CZ
Míry plodnosti,5406,2006,Česko,CZ,36,410036610037000,32.1538813307,CZ
Míry plodnosti,5406,2006,Česko,CZ,37,410037610038000,22.7014925373,CZ
Míry plodnosti,5406,2006,Česko,CZ,38,410038610039000,18.2905488686,CZ
Míry plodnosti,5406,2006,Česko,CZ,39,410039610040000,12.7961370152,CZ
Míry plodnosti,5406,2006,Česko,CZ,40,410040610041000,8.9220311172,CZ
Míry plodnosti,5406,2006,Česko,CZ,41,410041610042000,5.1675232398,CZ
Míry plodnosti,5406,2006,Česko,CZ,42,410042610043000,3.0132247084,CZ
Míry plodnosti,5406,2006,Česko,CZ,43,410043610044000,2.2050059595,CZ
Míry plodnosti,5406,2006,Česko,CZ,44,410044610045000,1.031631406,CZ
Míry plodnosti,5406,2006,Česko,CZ,45,410045610046000,0.4538676003,CZ
Míry plodnosti,5406,2006,Česko,CZ,46,410046610047000,0.1964990421,CZ
Míry plodnosti,5406,2006,Česko,CZ,47,410047610048000,0.1253505899,CZ
Míry plodnosti,5406,2006,Česko,CZ,48,410048610049000,0.0863893568,CZ
Míry plodnosti,5406,2006,Česko,CZ,49,410049610050000,0.040752564,CZ
Míry plodnosti,5406,2006,Praha,CZ01,15,410015610016000,1.0230179028,CZ01
Míry plodnosti,5406,2006,Praha,CZ01,16,410016610017000,3.0617451948,CZ01
Míry plodnosti,5406,2006,Praha,CZ01,17,410017610018000,5.0595723845,CZ01
Míry plodnosti,5406,2006,Praha,CZ01,18,410018610019000,7.7963404932,CZ01
Míry plodnosti,5406,2006,Praha,CZ01,19,410019610020000,11.9937694704,CZ01
Míry plodnosti,5406,2006,Praha,CZ01,20,410020610021000,17.5978882534,CZ01
Míry plodnosti,5406,2006,Praha,CZ01,21,410021610022000,19.8867559729,CZ01
Míry plodnosti,5406,2006,Praha,CZ01,22,410022610023000,23.6262994465,CZ01
Míry plodnosti,5406,2006,Praha,CZ01,23,410023610024000,26.4047866805,CZ01
Míry plodnosti,5406,2006,Praha,CZ01,24,410024610025000,37.3900293255,CZ01
Míry plodnosti,5406,2006,Praha,CZ01,25,410025610026000,48.1872940107,CZ01
Míry plodnosti,5406,2006,Praha,CZ01,26,410026610027000,62.7482937761,CZ01
Míry plodnosti,5406,2006,Praha,CZ01,27,410027610028000,82.6361777282,CZ01
Míry plodnosti,5406,2006,Praha,CZ01,28,410028610029000,91.5949232271,CZ01
Míry plodnosti,5406,2006,Praha,CZ01,29,410029610030000,112.6247288503,CZ01
Míry plodnosti,5406,2006,Praha,CZ01,30,410030610031000,120.488184887,CZ01
Míry plodnosti,5406,2006,Praha,CZ01,31,410031610032000,113.8541217091,CZ01
Míry plodnosti,5406,2006,Praha,CZ01,32,410032610033000,96.0977388767,CZ01
Míry plodnosti,5406,2006,Praha,CZ01,33,410033610034000,88.7951435333,CZ01
Míry plodnosti,5406,2006,Praha,CZ01,34,410034610035000,75.9451321512,CZ01
Míry plodnosti,5406,2006,Praha,CZ01,35,410035610036000,63.9636490738,CZ01
Míry plodnosti,5406,2006,Praha,CZ01,36,410036610037000,48.7535306398,CZ01
Míry plodnosti,5406,2006,Praha,CZ01,37,410037610038000,34.381390593,CZ01
Míry plodnosti,5406,2006,Praha,CZ01,38,410038610039000,24.9289589253,CZ01
Míry plodnosti,5406,2006,Praha,CZ01,39,410039610040000,18.725150699,CZ01
Míry plodnosti,5406,2006,Praha,CZ01,40,410040610041000,15.1083591331,CZ01
Míry plodnosti,5406,2006,Praha,CZ01,41,410041610042000,8.9495996232,CZ01
Míry plodnosti,5406,2006,Praha,CZ01,42,410042610043000,4.181670345,CZ01
Míry plodnosti,5406,2006,Praha,CZ01,43,410043610044000,2.8796794792,CZ01
Míry plodnosti,5406,2006,Praha,CZ01,44,410044610045000,1.6538037486,CZ01
Míry plodnosti,5406,2006,Praha,CZ01,45,410045610046000,0.5714285714,CZ01
Míry plodnosti,5406,2006,Praha,CZ01,46,410046610047000,0.2910360885,CZ01
Míry plodnosti,5406,2006,Praha,CZ01,47,410047610048000,0.4218815919,CZ01
Míry plodnosti,5406,2006,Praha,CZ01,48,410048610049000,0.0,CZ01
Míry plodnosti,5406,2006,Praha,CZ01,49,410049610050000,0.1189767995,CZ01
Míry plodnosti,5406,2006,Střední Čechy,CZ02,15,410015610016000,1.2731645211,CZ02
Míry plodnosti,5406,2006,Střední Čechy,CZ02,16,410016610017000,2.4449877751,CZ02
Míry plodnosti,5406,2006,Střední Čechy,CZ02,17,410017610018000,7.9456804392,CZ02
Míry plodnosti,5406,2006,Střední Čechy,CZ02,18,410018610019000,14.0905209223,CZ02
Míry plodnosti,5406,2006,Střední Čechy,CZ02,19,410019610020000,23.4808595418,CZ02
Míry plodnosti,5406,2006,Střední Čechy,CZ02,20,410020610021000,32.9103332868,CZ02
Míry plodnosti,5406,2006,Střední Čechy,CZ02,21,410021610022000,41.8099298583,CZ02
Míry plodnosti,5406,2006,Střední Čechy,CZ02,22,410022610023000,45.6583774969,CZ02
Míry plodnosti,5406,2006,Střední Čechy,CZ02,23,410023610024000,54.617414248,CZ02
Míry plodnosti,5406,2006,Střední Čechy,CZ02,24,410024610025000,66.8042300748,CZ02
Míry plodnosti,5406,2006,Střední Čechy,CZ02,25,410025610026000,78.8986294604,CZ02
Míry plodnosti,5406,2006,Střední Čechy,CZ02,26,410026610027000,97.9980090698,CZ02
Míry plodnosti,5406,2006,Střední Čechy,CZ02,27,410027610028000,107.6985660531,CZ02
Míry plodnosti,5406,2006,Střední Čechy,CZ02,28,410028610029000,118.6656231657,CZ02
Míry plodnosti,5406,2006,Střední Čechy,CZ02,29,410029610030000,122.5136927068,CZ02
Míry plodnosti,5406,2006,Střední Čechy,CZ02,30,410030610031000,114.5843053093,CZ02
Míry plodnosti,5406,2006,Střední Čechy,CZ02,31,410031610032000,103.4800220954,CZ02
Míry plodnosti,5406,2006,Střední Čechy,CZ02,32,410032610033000,77.2524022453,CZ02
Míry plodnosti,5406,2006,Střední Čechy,CZ02,33,410033610034000,69.0503022231,CZ02
Míry plodnosti,5406,2006,Střední Čechy,CZ02,34,410034610035000,52.968439638,CZ02
Míry plodnosti,5406,2006,Střední Čechy,CZ02,35,410035610036000,42.3460410557,CZ02
Míry plodnosti,5406,2006,Střední Čechy,CZ02,36,410036610037000,34.3800421993,CZ02
Míry plodnosti,5406,2006,Střední Čechy,CZ02,37,410037610038000,22.3783502472,CZ02
Míry plodnosti,5406,2006,Střední Čechy,CZ02,38,410038610039000,15.7511581734,CZ02
Míry plodnosti,5406,2006,Střední Čechy,CZ02,39,410039610040000,12.7022329188,CZ02
Míry plodnosti,5406,2006,Střední Čechy,CZ02,40,410040610041000,9.9763717511,CZ02
Míry plodnosti,5406,2006,Střední Čechy,CZ02,41,410041610042000,5.255912902,CZ02
Míry plodnosti,5406,2006,Střední Čechy,CZ02,42,410042610043000,2.7798837503,CZ02
Míry plodnosti,5406,2006,Střední Čechy,CZ02,43,410043610044000,2.7506532802,CZ02
Míry plodnosti,5406,2006,Střední Čechy,CZ02,44,410044610045000,1.3157894737,CZ02
Míry plodnosti,5406,2006,Střední Čechy,CZ02,45,410045610046000,0.4463621485,CZ02
Míry plodnosti,5406,2006,Střední Čechy,CZ02,46,410046610047000,0.1503307276,CZ02
Míry plodnosti,5406,2006,Střední Čechy,CZ02,47,410047610048000,0.0,CZ02
Míry plodnosti,5406,2006,Střední Čechy,CZ02,48,410048610049000,0.0,CZ02
Míry plodnosti,5406,2006,Střední Čechy,CZ02,49,410049610050000,0.1219512195,CZ02
Míry plodnosti,5406,2006,Jihozápad,CZ03,15,410015610016000,0.9672516236,CZ03
Míry plodnosti,5406,2006,Jihozápad,CZ03,16,410016610017000,3.66598778,CZ03
Míry plodnosti,5406,2006,Jihozápad,CZ03,17,410017610018000,7.4566160521,CZ03
Míry plodnosti,5406,2006,Jihozápad,CZ03,18,410018610019000,16.762060507,CZ03
Míry plodnosti,5406,2006,Jihozápad,CZ03,19,410019610020000,24.9457700651,CZ03
Míry plodnosti,5406,2006,Jihozápad,CZ03,20,410020610021000,29.9122573784,CZ03
Míry plodnosti,5406,2006,Jihozápad,CZ03,21,410021610022000,40.3278262001,CZ03
Míry plodnosti,5406,2006,Jihozápad,CZ03,22,410022610023000,43.9814814815,CZ03
Míry plodnosti,5406,2006,Jihozápad,CZ03,23,410023610024000,56.3847429519,CZ03
Míry plodnosti,5406,2006,Jihozápad,CZ03,24,410024610025000,63.5079384923,CZ03
Míry plodnosti,5406,2006,Jihozápad,CZ03,25,410025610026000,88.6824324324,CZ03
Míry plodnosti,5406,2006,Jihozápad,CZ03,26,410026610027000,100.8590873591,CZ03
Míry plodnosti,5406,2006,Jihozápad,CZ03,27,410027610028000,116.5331391114,CZ03
Míry plodnosti,5406,2006,Jihozápad,CZ03,28,410028610029000,119.1992720655,CZ03
Míry plodnosti,5406,2006,Jihozápad,CZ03,29,410029610030000,118.5185185185,CZ03
Míry plodnosti,5406,2006,Jihozápad,CZ03,30,410030610031000,105.3087966085,CZ03
Míry plodnosti,5406,2006,Jihozápad,CZ03,31,410031610032000,87.6410888741,CZ03
Míry plodnosti,5406,2006,Jihozápad,CZ03,32,410032610033000,75.5084168532,CZ03
Míry plodnosti,5406,2006,Jihozápad,CZ03,33,410033610034000,58.1456813617,CZ03
Míry plodnosti,5406,2006,Jihozápad,CZ03,34,410034610035000,48.2136663198,CZ03
Míry plodnosti,5406,2006,Jihozápad,CZ03,35,410035610036000,35.6751491538,CZ03
Míry plodnosti,5406,2006,Jihozápad,CZ03,36,410036610037000,27.7222777223,CZ03
Míry plodnosti,5406,2006,Jihozápad,CZ03,37,410037610038000,23.1589903721,CZ03
Míry plodnosti,5406,2006,Jihozápad,CZ03,38,410038610039000,19.145206957,CZ03
Míry plodnosti,5406,2006,Jihozápad,CZ03,39,410039610040000,13.0841121495,CZ03
Míry plodnosti,5406,2006,Jihozápad,CZ03,40,410040610041000,6.8519715579,CZ03
Míry plodnosti,5406,2006,Jihozápad,CZ03,41,410041610042000,3.4899663468,CZ03
Míry plodnosti,5406,2006,Jihozápad,CZ03,42,410042610043000,1.9658434697,CZ03
Míry plodnosti,5406,2006,Jihozápad,CZ03,43,410043610044000,1.6955784531,CZ03
Míry plodnosti,5406,2006,Jihozápad,CZ03,44,410044610045000,0.4102844639,CZ03
Míry plodnosti,5406,2006,Jihozápad,CZ03,45,410045610046000,0.4138501862,CZ03
Míry plodnosti,5406,2006,Jihozápad,CZ03,46,410046610047000,0.1386770212,CZ03
Míry plodnosti,5406,2006,Jihozápad,CZ03,47,410047610048000,0.0,CZ03
Míry plodnosti,5406,2006,Jihozápad,CZ03,48,410048610049000,0.244648318,CZ03
Míry plodnosti,5406,2006,Jihozápad,CZ03,49,410049610050000,0.0,CZ03
Míry plodnosti,5406,2006,Severozápad,CZ04,15,410015610016000,2.6696641843,CZ04
Míry plodnosti,5406,2006,Severozápad,CZ04,16,410016610017000,7.3397036422,CZ04
Míry plodnosti,5406,2006,Severozápad,CZ04,17,410017610018000,20.6577874422,CZ04
Míry plodnosti,5406,2006,Severozápad,CZ04,18,410018610019000,30.1392080011,CZ04
Míry plodnosti,5406,2006,Severozápad,CZ04,19,410019610020000,39.7126592573,CZ04
Míry plodnosti,5406,2006,Severozápad,CZ04,20,410020610021000,54.7177365541,CZ04
Míry plodnosti,5406,2006,Severozápad,CZ04,21,410021610022000,63.5005336179,CZ04
Míry plodnosti,5406,2006,Severozápad,CZ04,22,410022610023000,61.8529333687,CZ04
Míry plodnosti,5406,2006,Severozápad,CZ04,23,410023610024000,68.5020033605,CZ04
Míry plodnosti,5406,2006,Severozápad,CZ04,24,410024610025000,77.5293965629,CZ04
Míry plodnosti,5406,2006,Severozápad,CZ04,25,410025610026000,81.97763091,CZ04
Míry plodnosti,5406,2006,Severozápad,CZ04,26,410026610027000,90.3922023671,CZ04
Míry plodnosti,5406,2006,Severozápad,CZ04,27,410027610028000,98.515227051,CZ04
Míry plodnosti,5406,2006,Severozápad,CZ04,28,410028610029000,109.7731426728,CZ04
Míry plodnosti,5406,2006,Severozápad,CZ04,29,410029610030000,103.4627053039,CZ04
Míry plodnosti,5406,2006,Severozápad,CZ04,30,410030610031000,90.603695287,CZ04
Míry plodnosti,5406,2006,Severozápad,CZ04,31,410031610032000,84.4906283384,CZ04
Míry plodnosti,5406,2006,Severozápad,CZ04,32,410032610033000,70.6,CZ04
Míry plodnosti,5406,2006,Severozápad,CZ04,33,410033610034000,59.6054888508,CZ04
Míry plodnosti,5406,2006,Severozápad,CZ04,34,410034610035000,46.5035771982,CZ04
Míry plodnosti,5406,2006,Severozápad,CZ04,35,410035610036000,38.5836385836,CZ04
Míry plodnosti,5406,2006,Severozápad,CZ04,36,410036610037000,31.462694234,CZ04
Míry plodnosti,5406,2006,Severozápad,CZ04,37,410037610038000,23.0303030303,CZ04
Míry plodnosti,5406,2006,Severozápad,CZ04,38,410038610039000,17.0253336965,CZ04
Míry plodnosti,5406,2006,Severozápad,CZ04,39,410039610040000,14.3204539314,CZ04
Míry plodnosti,5406,2006,Severozápad,CZ04,40,410040610041000,8.2151848417,CZ04
Míry plodnosti,5406,2006,Severozápad,CZ04,41,410041610042000,5.9659812135,CZ04
Míry plodnosti,5406,2006,Severozápad,CZ04,42,410042610043000,2.7781285516,CZ04
Míry plodnosti,5406,2006,Severozápad,CZ04,43,410043610044000,2.0593080725,CZ04
Míry plodnosti,5406,2006,Severozápad,CZ04,44,410044610045000,0.9037505648,CZ04
Míry plodnosti,5406,2006,Severozápad,CZ04,45,410045610046000,0.3077870114,CZ04
Míry plodnosti,5406,2006,Severozápad,CZ04,46,410046610047000,0.153256705,CZ04
Míry plodnosti,5406,2006,Severozápad,CZ04,47,410047610048000,0.0,CZ04
Míry plodnosti,5406,2006,Severozápad,CZ04,48,410048610049000,0.0,CZ04
Míry plodnosti,5406,2006,Severozápad,CZ04,49,410049610050000,0.125250501,CZ04
Míry plodnosti,5406,2006,Severovýchod,CZ05,15,410015610016000,1.2957563978,CZ05
Míry plodnosti,5406,2006,Severovýchod,CZ05,16,410016610017000,4.4086021505,CZ05
Míry plodnosti,5406,2006,Severovýchod,CZ05,17,410017610018000,6.9774817634,CZ05
Míry plodnosti,5406,2006,Severovýchod,CZ05,18,410018610019000,16.0984848485,CZ05
Míry plodnosti,5406,2006,Severovýchod,CZ05,19,410019610020000,24.8719043553,CZ05
Míry plodnosti,5406,2006,Severovýchod,CZ05,20,410020610021000,34.0029294832,CZ05
Míry plodnosti,5406,2006,Severovýchod,CZ05,21,410021610022000,37.4639769452,CZ05
Míry plodnosti,5406,2006,Severovýchod,CZ05,22,410022610023000,44.5344129555,CZ05
Míry plodnosti,5406,2006,Severovýchod,CZ05,23,410023610024000,52.6261797292,CZ05
Míry plodnosti,5406,2006,Severovýchod,CZ05,24,410024610025000,67.0346211741,CZ05
Míry plodnosti,5406,2006,Severovýchod,CZ05,25,410025610026000,86.3958111122,CZ05
Míry plodnosti,5406,2006,Severovýchod,CZ05,26,410026610027000,96.7598362115,CZ05
Míry plodnosti,5406,2006,Severovýchod,CZ05,27,410027610028000,107.012296444,CZ05
Míry plodnosti,5406,2006,Severovýchod,CZ05,28,410028610029000,112.2144183418,CZ05
Míry plodnosti,5406,2006,Severovýchod,CZ05,29,410029610030000,118.1761301423,CZ05
Míry plodnosti,5406,2006,Severovýchod,CZ05,30,410030610031000,107.0223857712,CZ05
Míry plodnosti,5406,2006,Severovýchod,CZ05,31,410031610032000,92.365835223,CZ05
Míry plodnosti,5406,2006,Severovýchod,CZ05,32,410032610033000,71.4008537059,CZ05
Míry plodnosti,5406,2006,Severovýchod,CZ05,33,410033610034000,60.3811772643,CZ05
Míry plodnosti,5406,2006,Severovýchod,CZ05,34,410034610035000,50.9611896989,CZ05
Míry plodnosti,5406,2006,Severovýchod,CZ05,35,410035610036000,41.4527476707,CZ05
Míry plodnosti,5406,2006,Severovýchod,CZ05,36,410036610037000,31.1291761673,CZ05
Míry plodnosti,5406,2006,Severovýchod,CZ05,37,410037610038000,20.1768070723,CZ05
Míry plodnosti,5406,2006,Severovýchod,CZ05,38,410038610039000,18.698578908,CZ05
Míry plodnosti,5406,2006,Severovýchod,CZ05,39,410039610040000,12.5928317727,CZ05
Míry plodnosti,5406,2006,Severovýchod,CZ05,40,410040610041000,7.8657577347,CZ05
Míry plodnosti,5406,2006,Severovýchod,CZ05,41,410041610042000,4.0124385595,CZ05
Míry plodnosti,5406,2006,Severovýchod,CZ05,42,410042610043000,3.2901296112,CZ05
Míry plodnosti,5406,2006,Severovýchod,CZ05,43,410043610044000,2.3187183811,CZ05
Míry plodnosti,5406,2006,Severovýchod,CZ05,44,410044610045000,0.7898002934,CZ05
Míry plodnosti,5406,2006,Severovýchod,CZ05,45,410045610046000,0.1161710037,CZ05
Míry plodnosti,5406,2006,Severovýchod,CZ05,46,410046610047000,0.1163331782,CZ05
Míry plodnosti,5406,2006,Severovýchod,CZ05,47,410047610048000,0.2222716159,CZ05
Míry plodnosti,5406,2006,Severovýchod,CZ05,48,410048610049000,0.1024590164,CZ05
Míry plodnosti,5406,2006,Severovýchod,CZ05,49,410049610050000,0.0,CZ05
Míry plodnosti,5406,2006,Jihovýchod,CZ06,15,410015610016000,0.7790437238,CZ06
Míry plodnosti,5406,2006,Jihovýchod,CZ06,16,410016610017000,2.2624434389,CZ06
Míry plodnosti,5406,2006,Jihovýchod,CZ06,17,410017610018000,6.4826637855,CZ06
Míry plodnosti,5406,2006,Jihovýchod,CZ06,18,410018610019000,12.4392614189,CZ06
Míry plodnosti,5406,2006,Jihovýchod,CZ06,19,410019610020000,20.0211762441,CZ06
Míry plodnosti,5406,2006,Jihovýchod,CZ06,20,410020610021000,25.6981167084,CZ06
Míry plodnosti,5406,2006,Jihovýchod,CZ06,21,410021610022000,35.3530751708,CZ06
Míry plodnosti,5406,2006,Jihovýchod,CZ06,22,410022610023000,41.3585319091,CZ06
Míry plodnosti,5406,2006,Jihovýchod,CZ06,23,410023610024000,49.7619689212,CZ06
Míry plodnosti,5406,2006,Jihovýchod,CZ06,24,410024610025000,62.7947598253,CZ06
Míry plodnosti,5406,2006,Jihovýchod,CZ06,25,410025610026000,85.3187919463,CZ06
Míry plodnosti,5406,2006,Jihovýchod,CZ06,26,410026610027000,97.0003895598,CZ06
Míry plodnosti,5406,2006,Jihovýchod,CZ06,27,410027610028000,106.936416185,CZ06
Míry plodnosti,5406,2006,Jihovýchod,CZ06,28,410028610029000,117.9197450384,CZ06
Míry plodnosti,5406,2006,Jihovýchod,CZ06,29,410029610030000,116.6939094592,CZ06
Míry plodnosti,5406,2006,Jihovýchod,CZ06,30,410030610031000,106.0289612921,CZ06
Míry plodnosti,5406,2006,Jihovýchod,CZ06,31,410031610032000,90.3379993172,CZ06
Míry plodnosti,5406,2006,Jihovýchod,CZ06,32,410032610033000,74.1924032659,CZ06
Míry plodnosti,5406,2006,Jihovýchod,CZ06,33,410033610034000,63.6441536184,CZ06
Míry plodnosti,5406,2006,Jihovýchod,CZ06,34,410034610035000,49.5392679009,CZ06
Míry plodnosti,5406,2006,Jihovýchod,CZ06,35,410035610036000,40.3987408185,CZ06
Míry plodnosti,5406,2006,Jihovýchod,CZ06,36,410036610037000,28.1563035827,CZ06
Míry plodnosti,5406,2006,Jihovýchod,CZ06,37,410037610038000,21.4339908953,CZ06
Míry plodnosti,5406,2006,Jihovýchod,CZ06,38,410038610039000,18.5113767836,CZ06
Míry plodnosti,5406,2006,Jihovýchod,CZ06,39,410039610040000,10.4374229054,CZ06
Míry plodnosti,5406,2006,Jihovýchod,CZ06,40,410040610041000,7.6406149314,CZ06
Míry plodnosti,5406,2006,Jihovýchod,CZ06,41,410041610042000,5.8604155567,CZ06
Míry plodnosti,5406,2006,Jihovýchod,CZ06,42,410042610043000,2.8399006035,CZ06
Míry plodnosti,5406,2006,Jihovýchod,CZ06,43,410043610044000,2.3609405987,CZ06
Míry plodnosti,5406,2006,Jihovýchod,CZ06,44,410044610045000,1.2758857592,CZ06
Míry plodnosti,5406,2006,Jihovýchod,CZ06,45,410045610046000,0.7952286282,CZ06
Míry plodnosti,5406,2006,Jihovýchod,CZ06,46,410046610047000,0.0,CZ06
Míry plodnosti,5406,2006,Jihovýchod,CZ06,47,410047610048000,0.1942690627,CZ06
Míry plodnosti,5406,2006,Jihovýchod,CZ06,48,410048610049000,0.0895736295,CZ06
Míry plodnosti,5406,2006,Jihovýchod,CZ06,49,410049610050000,0.0,CZ06
Míry plodnosti,5406,2006,Střední Morava,CZ07,15,410015610016000,0.8913790908,CZ07
Míry plodnosti,5406,2006,Střední Morava,CZ07,16,410016610017000,3.5723398826,CZ07
Míry plodnosti,5406,2006,Střední Morava,CZ07,17,410017610018000,4.7961630695,CZ07
Míry plodnosti,5406,2006,Střední Morava,CZ07,18,410018610019000,11.8631368631,CZ07
Míry plodnosti,5406,2006,Střední Morava,CZ07,19,410019610020000,17.9422835634,CZ07
Míry plodnosti,5406,2006,Střední Morava,CZ07,20,410020610021000,25.1935602802,CZ07
Míry plodnosti,5406,2006,Střední Morava,CZ07,21,410021610022000,32.4948850644,CZ07
Míry plodnosti,5406,2006,Střední Morava,CZ07,22,410022610023000,41.6264478764,CZ07
Míry plodnosti,5406,2006,Střední Morava,CZ07,23,410023610024000,53.7672865999,CZ07
Míry plodnosti,5406,2006,Střední Morava,CZ07,24,410024610025000,59.5496628186,CZ07
Míry plodnosti,5406,2006,Střední Morava,CZ07,25,410025610026000,81.349871494,CZ07
Míry plodnosti,5406,2006,Střední Morava,CZ07,26,410026610027000,97.8909245846,CZ07
Míry plodnosti,5406,2006,Střední Morava,CZ07,27,410027610028000,106.8269899632,CZ07
Míry plodnosti,5406,2006,Střední Morava,CZ07,28,410028610029000,112.5649413123,CZ07
Míry plodnosti,5406,2006,Střední Morava,CZ07,29,410029610030000,116.8991365405,CZ07
Míry plodnosti,5406,2006,Střední Morava,CZ07,30,410030610031000,101.7420311342,CZ07
Míry plodnosti,5406,2006,Střední Morava,CZ07,31,410031610032000,86.5393486484,CZ07
Míry plodnosti,5406,2006,Střední Morava,CZ07,32,410032610033000,70.4333621601,CZ07
Míry plodnosti,5406,2006,Střední Morava,CZ07,33,410033610034000,56.3702548102,CZ07
Míry plodnosti,5406,2006,Střední Morava,CZ07,34,410034610035000,43.303121853,CZ07
Míry plodnosti,5406,2006,Střední Morava,CZ07,35,410035610036000,36.3401152534,CZ07
Míry plodnosti,5406,2006,Střední Morava,CZ07,36,410036610037000,30.4900181488,CZ07
Míry plodnosti,5406,2006,Střední Morava,CZ07,37,410037610038000,21.1161387632,CZ07
Míry plodnosti,5406,2006,Střední Morava,CZ07,38,410038610039000,15.6129032258,CZ07
Míry plodnosti,5406,2006,Střední Morava,CZ07,39,410039610040000,11.8804292284,CZ07
Míry plodnosti,5406,2006,Střední Morava,CZ07,40,410040610041000,8.1411126187,CZ07
Míry plodnosti,5406,2006,Střední Morava,CZ07,41,410041610042000,4.9946485908,CZ07
Míry plodnosti,5406,2006,Střední Morava,CZ07,42,410042610043000,3.132977489,CZ07
Míry plodnosti,5406,2006,Střední Morava,CZ07,43,410043610044000,2.1935169388,CZ07
Míry plodnosti,5406,2006,Střední Morava,CZ07,44,410044610045000,1.1587485516,CZ07
Míry plodnosti,5406,2006,Střední Morava,CZ07,45,410045610046000,0.388248997,CZ07
Míry plodnosti,5406,2006,Střední Morava,CZ07,46,410046610047000,0.6600660066,CZ07
Míry plodnosti,5406,2006,Střední Morava,CZ07,47,410047610048000,0.1270163851,CZ07
Míry plodnosti,5406,2006,Střední Morava,CZ07,48,410048610049000,0.1179245283,CZ07
Míry plodnosti,5406,2006,Střední Morava,CZ07,49,410049610050000,0.0,CZ07
Míry plodnosti,5406,2006,Moravskoslezsko,CZ08,15,410015610016000,1.6782546152,CZ08
Míry plodnosti,5406,2006,Moravskoslezsko,CZ08,16,410016610017000,4.6539379475,CZ08
Míry plodnosti,5406,2006,Moravskoslezsko,CZ08,17,410017610018000,10.4327208062,CZ08
Míry plodnosti,5406,2006,Moravskoslezsko,CZ08,18,410018610019000,19.8347107438,CZ08
Míry plodnosti,5406,2006,Moravskoslezsko,CZ08,19,410019610020000,32.0056899004,CZ08
Míry plodnosti,5406,2006,Moravskoslezsko,CZ08,20,410020610021000,43.401965372,CZ08
Míry plodnosti,5406,2006,Moravskoslezsko,CZ08,21,410021610022000,45.3630226223,CZ08
Míry plodnosti,5406,2006,Moravskoslezsko,CZ08,22,410022610023000,49.4179139938,CZ08
Míry plodnosti,5406,2006,Moravskoslezsko,CZ08,23,410023610024000,63.1701631702,CZ08
Míry plodnosti,5406,2006,Moravskoslezsko,CZ08,24,410024610025000,73.7376120812,CZ08
Míry plodnosti,5406,2006,Moravskoslezsko,CZ08,25,410025610026000,85.7008687485,CZ08
