"Ukazatel","IndicatorType","Roky","CasR","ČR, Reg. soudržnosti, Kraje","Uz012","Hodnota"
"Živě narození - dívky","4355WZNZ2","2009","2009","Severozápad","CZ04","6343"
"Živě narození - dívky","4355WZNZ2","2009","2009","Severovýchod","CZ05","8493"
"Živě narození - dívky","4355WZNZ2","2009","2009","Jihovýchod","CZ06","9142"
"Živě narození - dívky","4355WZNZ2","2009","2009","Střední Morava","CZ07","6485"
"Živě narození - dívky","4355WZNZ2","2009","2009","Moravskoslezsko","CZ08","6486"
"Živě narození - dívky","4355WZNZ2","2009","2009","Hlavní město Praha","CZ010","6997"
"Živě narození - dívky","4355WZNZ2","2009","2009","Středočeský kraj","CZ020","7476"
"Živě narození - dívky","4355WZNZ2","2009","2009","Jihočeský kraj","CZ031","3438"
"Živě narození - dívky","4355WZNZ2","2009","2009","Plzeňský kraj","CZ032","3120"
"Živě narození - dívky","4355WZNZ2","2009","2009","Karlovarský kraj","CZ041","1629"
"Živě narození - dívky","4355WZNZ2","2009","2009","Ústecký kraj","CZ042","4714"
"Živě narození - dívky","4355WZNZ2","2009","2009","Liberecký kraj","CZ051","2579"
"Živě narození - dívky","4355WZNZ2","2009","2009","Královéhradecký kraj","CZ052","3103"
"Živě narození - dívky","4355WZNZ2","2009","2009","Pardubický kraj","CZ053","2811"
"Živě narození - dívky","4355WZNZ2","2009","2009","Kraj Vysočina","CZ063","2654"
"Živě narození - dívky","4355WZNZ2","2009","2009","Jihomoravský kraj","CZ064","6488"
"Živě narození - dívky","4355WZNZ2","2009","2009","Olomoucký kraj","CZ071","3543"
"Živě narození - dívky","4355WZNZ2","2009","2009","Zlínský kraj","CZ072","2942"
"Živě narození - dívky","4355WZNZ2","2009","2009","Moravskoslezský kraj","CZ080","6486"
"Živě narození - dívky","4355WZNZ2","2010","2010","Česko","CZ","56933"
"Živě narození - dívky","4355WZNZ2","2010","2010","Praha","CZ01","7203"
"Živě narození - dívky","4355WZNZ2","2010","2010","Střední Čechy","CZ02","7335"
"Živě narození - dívky","4355WZNZ2","2010","2010","Jihozápad","CZ03","6451"
"Živě narození - dívky","4355WZNZ2","2010","2010","Severozápad","CZ04","6094"
"Živě narození - dívky","4355WZNZ2","2010","2010","Severovýchod","CZ05","8084"
"Živě narození - dívky","4355WZNZ2","2010","2010","Jihovýchod","CZ06","8955"
"Živě narození - dívky","4355WZNZ2","2010","2010","Střední Morava","CZ07","6339"
"Živě narození - dívky","4355WZNZ2","2010","2010","Moravskoslezsko","CZ08","6472"
"Živě narození - dívky","4355WZNZ2","2010","2010","Hlavní město Praha","CZ010","7203"
"Živě narození - dívky","4355WZNZ2","2010","2010","Středočeský kraj","CZ020","7335"
"Živě narození - dívky","4355WZNZ2","2010","2010","Jihočeský kraj","CZ031","3392"
"Živě narození - dívky","4355WZNZ2","2010","2010","Plzeňský kraj","CZ032","3059"
"Živě narození - dívky","4355WZNZ2","2010","2010","Karlovarský kraj","CZ041","1617"
"Živě narození - dívky","4355WZNZ2","2010","2010","Ústecký kraj","CZ042","4477"
"Živě narození - dívky","4355WZNZ2","2010","2010","Liberecký kraj","CZ051","2462"
"Živě narození - dívky","4355WZNZ2","2010","2010","Královéhradecký kraj","CZ052","2890"
"Živě narození - dívky","4355WZNZ2","2010","2010","Pardubický kraj","CZ053","2732"
"Živě narození - dívky","4355WZNZ2","2010","2010","Kraj Vysočina","CZ063","2616"
"Živě narození - dívky","4355WZNZ2","2010","2010","Jihomoravský kraj","CZ064","6339"
"Živě narození - dívky","4355WZNZ2","2010","2010","Olomoucký kraj","CZ071","3377"
"Živě narození - dívky","4355WZNZ2","2010","2010","Zlínský kraj","CZ072","2962"
"Živě narození - dívky","4355WZNZ2","2010","2010","Moravskoslezský kraj","CZ080","6472"
"Živě narození - dívky","4355WZNZ2","2011","2011","Česko","CZ","52884"
"Živě narození - dívky","4355WZNZ2","2011","2011","Praha","CZ01","6838"
"Živě narození - dívky","4355WZNZ2","2011","2011","Střední Čechy","CZ02","7118"
"Živě narození - dívky","4355WZNZ2","2011","2011","Jihozápad","CZ03","5835"
"Živě narození - dívky","4355WZNZ2","2011","2011","Severozápad","CZ04","5606"
"Živě narození - dívky","4355WZNZ2","2011","2011","Severovýchod","CZ05","7523"
"Živě narození - dívky","4355WZNZ2","2011","2011","Jihovýchod","CZ06","8490"
"Živě narození - dívky","4355WZNZ2","2011","2011","Střední Morava","CZ07","5796"
"Živě narození - dívky","4355WZNZ2","2011","2011","Moravskoslezsko","CZ08","5678"
"Živě narození - dívky","4355WZNZ2","2011","2011","Hlavní město Praha","CZ010","6838"
"Živě narození - dívky","4355WZNZ2","2011","2011","Středočeský kraj","CZ020","7118"
"Živě narození - dívky","4355WZNZ2","2011","2011","Jihočeský kraj","CZ031","3088"
"Živě narození - dívky","4355WZNZ2","2011","2011","Plzeňský kraj","CZ032","2747"
"Živě narození - dívky","4355WZNZ2","2011","2011","Karlovarský kraj","CZ041","1453"
"Živě narození - dívky","4355WZNZ2","2011","2011","Ústecký kraj","CZ042","4153"
"Živě narození - dívky","4355WZNZ2","2011","2011","Liberecký kraj","CZ051","2313"
"Živě narození - dívky","4355WZNZ2","2011","2011","Královéhradecký kraj","CZ052","2604"
"Živě narození - dívky","4355WZNZ2","2011","2011","Pardubický kraj","CZ053","2606"
"Živě narození - dívky","4355WZNZ2","2011","2011","Kraj Vysočina","CZ063","2448"
"Živě narození - dívky","4355WZNZ2","2011","2011","Jihomoravský kraj","CZ064","6042"
"Živě narození - dívky","4355WZNZ2","2011","2011","Olomoucký kraj","CZ071","3082"
"Živě narození - dívky","4355WZNZ2","2011","2011","Zlínský kraj","CZ072","2714"
"Živě narození - dívky","4355WZNZ2","2011","2011","Moravskoslezský kraj","CZ080","5678"
"Živě narození - dívky","4355WZNZ2","2012","2012","Česko","CZ","53040"
"Živě narození - dívky","4355WZNZ2","2012","2012","Praha","CZ01","6951"
"Živě narození - dívky","4355WZNZ2","2012","2012","Střední Čechy","CZ02","7083"
"Živě narození - dívky","4355WZNZ2","2012","2012","Jihozápad","CZ03","6100"
"Živě narození - dívky","4355WZNZ2","2012","2012","Severozápad","CZ04","5435"
"Živě narození - dívky","4355WZNZ2","2012","2012","Severovýchod","CZ05","7515"
"Živě narození - dívky","4355WZNZ2","2012","2012","Jihovýchod","CZ06","8499"
"Živě narození - dívky","4355WZNZ2","2012","2012","Střední Morava","CZ07","5718"
"Živě narození - dívky","4355WZNZ2","2012","2012","Moravskoslezsko","CZ08","5739"
"Živě narození - dívky","4355WZNZ2","2012","2012","Hlavní město Praha","CZ010","6951"
"Živě narození - dívky","4355WZNZ2","2012","2012","Středočeský kraj","CZ020","7083"
"Živě narození - dívky","4355WZNZ2","2012","2012","Jihočeský kraj","CZ031","3215"
"Živě narození - dívky","4355WZNZ2","2012","2012","Plzeňský kraj","CZ032","2885"
"Živě narození - dívky","4355WZNZ2","2012","2012","Karlovarský kraj","CZ041","1380"
"Živě narození - dívky","4355WZNZ2","2012","2012","Ústecký kraj","CZ042","4055"
"Živě narození - dívky","4355WZNZ2","2012","2012","Liberecký kraj","CZ051","2189"
"Živě narození - dívky","4355WZNZ2","2012","2012","Královéhradecký kraj","CZ052","2696"
"Živě narození - dívky","4355WZNZ2","2012","2012","Pardubický kraj","CZ053","2630"
"Živě narození - dívky","4355WZNZ2","2012","2012","Kraj Vysočina","CZ063","2505"
"Živě narození - dívky","4355WZNZ2","2012","2012","Jihomoravský kraj","CZ064","5994"
"Živě narození - dívky","4355WZNZ2","2012","2012","Olomoucký kraj","CZ071","3092"
"Živě narození - dívky","4355WZNZ2","2012","2012","Zlínský kraj","CZ072","2626"
"Živě narození - dívky","4355WZNZ2","2012","2012","Moravskoslezský kraj","CZ080","5739"
"Živě narození - dívky","4355WZNZ2","2013","2013","Česko","CZ","52049"
"Živě narození - dívky","4355WZNZ2","2013","2013","Praha","CZ01","6698"
"Živě narození - dívky","4355WZNZ2","2013","2013","Střední Čechy","CZ02","6897"
"Živě narození - dívky","4355WZNZ2","2013","2013","Jihozápad","CZ03","5811"
"Živě narození - dívky","4355WZNZ2","2013","2013","Severozápad","CZ04","5297"
"Živě narození - dívky","4355WZNZ2","2013","2013","Severovýchod","CZ05","7387"
"Živě narození - dívky","4355WZNZ2","2013","2013","Jihovýchod","CZ06","8523"
"Živě narození - dívky","4355WZNZ2","2013","2013","Střední Morava","CZ07","5763"
"Živě narození - dívky","4355WZNZ2","2013","2013","Moravskoslezsko","CZ08","5673"
"Živě narození - dívky","4355WZNZ2","2013","2013","Hlavní město Praha","CZ010","6698"
"Živě narození - dívky","4355WZNZ2","2013","2013","Středočeský kraj","CZ020","6897"
"Živě narození - dívky","4355WZNZ2","2013","2013","Jihočeský kraj","CZ031","3077"
"Živě narození - dívky","4355WZNZ2","2013","2013","Plzeňský kraj","CZ032","2734"
"Živě narození - dívky","4355WZNZ2","2013","2013","Karlovarský kraj","CZ041","1369"
"Živě narození - dívky","4355WZNZ2","2013","2013","Ústecký kraj","CZ042","3928"
"Živě narození - dívky","4355WZNZ2","2013","2013","Liberecký kraj","CZ051","2194"
"Živě narození - dívky","4355WZNZ2","2013","2013","Královéhradecký kraj","CZ052","2689"
"Živě narození - dívky","4355WZNZ2","2013","2013","Pardubický kraj","CZ053","2504"
"Živě narození - dívky","4355WZNZ2","2013","2013","Kraj Vysočina","CZ063","2410"
"Živě narození - dívky","4355WZNZ2","2013","2013","Jihomoravský kraj","CZ064","6113"
"Živě narození - dívky","4355WZNZ2","2013","2013","Olomoucký kraj","CZ071","3069"
"Živě narození - dívky","4355WZNZ2","2013","2013","Zlínský kraj","CZ072","2694"
"Živě narození - dívky","4355WZNZ2","2013","2013","Moravskoslezský kraj","CZ080","5673"
"Živě narození - dívky","4355WZNZ2","2014","2014","Česko","CZ","53450"
"Živě narození - dívky","4355WZNZ2","2014","2014","Praha","CZ01","7138"
"Živě narození - dívky","4355WZNZ2","2014","2014","Střední Čechy","CZ02","7137"
"Živě narození - dívky","4355WZNZ2","2014","2014","Jihozápad","CZ03","5873"
"Živě narození - dívky","4355WZNZ2","2014","2014","Severozápad","CZ04","5320"
"Živě narození - dívky","4355WZNZ2","2014","2014","Severovýchod","CZ05","7492"
"Živě narození - dívky","4355WZNZ2","2014","2014","Jihovýchod","CZ06","8714"
"Živě narození - dívky","4355WZNZ2","2014","2014","Střední Morava","CZ07","5858"
"Živě narození - dívky","4355WZNZ2","2014","2014","Moravskoslezsko","CZ08","5918"
"Živě narození - dívky","4355WZNZ2","2014","2014","Hlavní město Praha","CZ010","7138"
"Živě narození - dívky","4355WZNZ2","2014","2014","Středočeský kraj","CZ020","7137"
"Živě narození - dívky","4355WZNZ2","2014","2014","Jihočeský kraj","CZ031","3147"
"Živě narození - dívky","4355WZNZ2","2014","2014","Plzeňský kraj","CZ032","2726"
"Živě narození - dívky","4355WZNZ2","2014","2014","Karlovarský kraj","CZ041","1322"
"Živě narození - dívky","4355WZNZ2","2014","2014","Ústecký kraj","CZ042","3998"
"Živě narození - dívky","4355WZNZ2","2014","2014","Liberecký kraj","CZ051","2131"
"Živě narození - dívky","4355WZNZ2","2014","2014","Královéhradecký kraj","CZ052","2724"
"Živě narození - dívky","4355WZNZ2","2014","2014","Pardubický kraj","CZ053","2637"
"Živě narození - dívky","4355WZNZ2","2014","2014","Kraj Vysočina","CZ063","2549"
"Živě narození - dívky","4355WZNZ2","2014","2014","Jihomoravský kraj","CZ064","6165"
"Živě narození - dívky","4355WZNZ2","2014","2014","Olomoucký kraj","CZ071","3097"
"Živě narození - dívky","4355WZNZ2","2014","2014","Zlínský kraj","CZ072","2761"
"Živě narození - dívky","4355WZNZ2","2014","2014","Moravskoslezský kraj","CZ080","5918"
"Živě narození - dívky","4355WZNZ2","2015","2015","Česko","CZ","53947"
"Živě narození - dívky","4355WZNZ2","2015","2015","Praha","CZ01","7068"
"Živě narození - dívky","4355WZNZ2","2015","2015","Střední Čechy","CZ02","7184"
"Živě narození - dívky","4355WZNZ2","2015","2015","Jihozápad","CZ03","5959"
"Živě narození - dívky","4355WZNZ2","2015","2015","Severozápad","CZ04","5451"
"Živě narození - dívky","4355WZNZ2","2015","2015","Severovýchod","CZ05","7541"
"Živě narození - dívky","4355WZNZ2","2015","2015","Jihovýchod","CZ06","8968"
"Živě narození - dívky","4355WZNZ2","2015","2015","Střední Morava","CZ07","6042"
"Živě narození - dívky","4355WZNZ2","2015","2015","Moravskoslezsko","CZ08","5734"
"Živě narození - dívky","4355WZNZ2","2015","2015","Hlavní město Praha","CZ010","7068"
"Živě narození - dívky","4355WZNZ2","2015","2015","Středočeský kraj","CZ020","7184"
"Živě narození - dívky","4355WZNZ2","2015","2015","Jihočeský kraj","CZ031","3176"
"Živě narození - dívky","4355WZNZ2","2015","2015","Plzeňský kraj","CZ032","2783"
"Živě narození - dívky","4355WZNZ2","2015","2015","Karlovarský kraj","CZ041","1317"
"Živě narození - dívky","4355WZNZ2","2015","2015","Ústecký kraj","CZ042","4134"
"Živě narození - dívky","4355WZNZ2","2015","2015","Liberecký kraj","CZ051","2283"
"Živě narození - dívky","4355WZNZ2","2015","2015","Královéhradecký kraj","CZ052","2700"
"Živě narození - dívky","4355WZNZ2","2015","2015","Pardubický kraj","CZ053","2558"
"Živě narození - dívky","4355WZNZ2","2015","2015","Kraj Vysočina","CZ063","2686"
"Živě narození - dívky","4355WZNZ2","2015","2015","Jihomoravský kraj","CZ064","6282"
"Živě narození - dívky","4355WZNZ2","2015","2015","Olomoucký kraj","CZ071","3151"
"Živě narození - dívky","4355WZNZ2","2015","2015","Zlínský kraj","CZ072","2891"
"Živě narození - dívky","4355WZNZ2","2015","2015","Moravskoslezský kraj","CZ080","5734"
"Živě narození - dívky","4355WZNZ2","2016","2016","Česko","CZ","54826"
"Živě narození - dívky","4355WZNZ2","2016","2016","Praha","CZ01","7364"
"Živě narození - dívky","4355WZNZ2","2016","2016","Střední Čechy","CZ02","7203"
"Živě narození - dívky","4355WZNZ2","2016","2016","Jihozápad","CZ03","6157"
"Živě narození - dívky","4355WZNZ2","2016","2016","Severozápad","CZ04","5423"
"Živě narození - dívky","4355WZNZ2","2016","2016","Severovýchod","CZ05","7824"
"Živě narození - dívky","4355WZNZ2","2016","2016","Jihovýchod","CZ06","9019"
"Živě narození - dívky","4355WZNZ2","2016","2016","Střední Morava","CZ07","6079"
"Živě narození - dívky","4355WZNZ2","2016","2016","Moravskoslezsko","CZ08","5757"
"Živě narození - dívky","4355WZNZ2","2016","2016","Hlavní město Praha","CZ010","7364"
"Živě narození - dívky","4355WZNZ2","2016","2016","Středočeský kraj","CZ020","7203"
"Živě narození - dívky","4355WZNZ2","2016","2016","Jihočeský kraj","CZ031","3242"
"Živě narození - dívky","4355WZNZ2","2016","2016","Plzeňský kraj","CZ032","2915"
"Živě narození - dívky","4355WZNZ2","2016","2016","Karlovarský kraj","CZ041","1419"
"Živě narození - dívky","4355WZNZ2","2016","2016","Ústecký kraj","CZ042","4004"
"Živě narození - dívky","4355WZNZ2","2016","2016","Liberecký kraj","CZ051","2403"
"Živě narození - dívky","4355WZNZ2","2016","2016","Královéhradecký kraj","CZ052","2736"
"Živě narození - dívky","4355WZNZ2","2016","2016","Pardubický kraj","CZ053","2685"
"Živě narození - dívky","4355WZNZ2","2016","2016","Kraj Vysočina","CZ063","2605"
"Živě narození - dívky","4355WZNZ2","2016","2016","Jihomoravský kraj","CZ064","6414"
"Živě narození - dívky","4355WZNZ2","2016","2016","Olomoucký kraj","CZ071","3222"
"Živě narození - dívky","4355WZNZ2","2016","2016","Zlínský kraj","CZ072","2857"
"Živě narození - dívky","4355WZNZ2","2016","2016","Moravskoslezský kraj","CZ080","5757"
"Živě narození - dívky","4355WZNZ2","2017","2017","Česko","CZ","55734"
"Živě narození - dívky","4355WZNZ2","2017","2017","Praha","CZ01","7354"
"Živě narození - dívky","4355WZNZ2","2017","2017","Střední Čechy","CZ02","7366"
"Živě narození - dívky","4355WZNZ2","2017","2017","Jihozápad","CZ03","6366"
"Živě narození - dívky","4355WZNZ2","2017","2017","Severozápad","CZ04","5555"
"Živě narození - dívky","4355WZNZ2","2017","2017","Severovýchod","CZ05","7661"
"Živě narození - dívky","4355WZNZ2","2017","2017","Jihovýchod","CZ06","9275"
"Živě narození - dívky","4355WZNZ2","2017","2017","Střední Morava","CZ07","6275"
"Živě narození - dívky","4355WZNZ2","2017","2017","Moravskoslezsko","CZ08","5882"
"Živě narození - dívky","4355WZNZ2","2017","2017","Hlavní město Praha","CZ010","7354"
"Živě narození - dívky","4355WZNZ2","2017","2017","Středočeský kraj","CZ020","7366"
"Živě narození - dívky","4355WZNZ2","2017","2017","Jihočeský kraj","CZ031","3391"
"Živě narození - dívky","4355WZNZ2","2017","2017","Plzeňský kraj","CZ032","2975"
"Živě narození - dívky","4355WZNZ2","2017","2017","Karlovarský kraj","CZ041","1378"
"Živě narození - dívky","4355WZNZ2","2017","2017","Ústecký kraj","CZ042","4177"
"Živě narození - dívky","4355WZNZ2","2017","2017","Liberecký kraj","CZ051","2288"
"Živě narození - dívky","4355WZNZ2","2017","2017","Královéhradecký kraj","CZ052","2769"
"Živě narození - dívky","4355WZNZ2","2017","2017","Pardubický kraj","CZ053","2604"
"Živě narození - dívky","4355WZNZ2","2017","2017","Kraj Vysočina","CZ063","2708"
"Živě narození - dívky","4355WZNZ2","2017","2017","Jihomoravský kraj","CZ064","6567"
"Živě narození - dívky","4355WZNZ2","2017","2017","Olomoucký kraj","CZ071","3296"
