"Ukazatel","IndicatorType","Roky","CasR","ČR, Reg. soudržnosti, Kraje","Uz012","Věk (jednoleté skupiny)","VEKZEN1PLOD","Hodnota"
"Míry plodnosti","5406","2014","2014","Severovýchod","CZ05","20","410020610021000","31.4337132573"
"Míry plodnosti","5406","2014","2014","Severovýchod","CZ05","21","410021610022000","38.4012539185"
"Míry plodnosti","5406","2014","2014","Severovýchod","CZ05","22","410022610023000","42.5555311194"
"Míry plodnosti","5406","2014","2014","Severovýchod","CZ05","23","410023610024000","52.4232374024"
"Míry plodnosti","5406","2014","2014","Severovýchod","CZ05","24","410024610025000","57.0822281167"
"Míry plodnosti","5406","2014","2014","Severovýchod","CZ05","25","410025610026000","66.868982838"
"Míry plodnosti","5406","2014","2014","Severovýchod","CZ05","26","410026610027000","86.8794326241"
"Míry plodnosti","5406","2014","2014","Severovýchod","CZ05","27","410027610028000","104.8498355089"
"Míry plodnosti","5406","2014","2014","Severovýchod","CZ05","28","410028610029000","112.2395560674"
"Míry plodnosti","5406","2014","2014","Severovýchod","CZ05","29","410029610030000","124.9871094153"
"Míry plodnosti","5406","2014","2014","Severovýchod","CZ05","30","410030610031000","134.8031496063"
"Míry plodnosti","5406","2014","2014","Severovýchod","CZ05","31","410031610032000","117.0012547051"
"Míry plodnosti","5406","2014","2014","Severovýchod","CZ05","32","410032610033000","105.1930758988"
"Míry plodnosti","5406","2014","2014","Severovýchod","CZ05","33","410033610034000","90.4472557028"
"Míry plodnosti","5406","2014","2014","Severovýchod","CZ05","34","410034610035000","79.0970820334"
"Míry plodnosti","5406","2014","2014","Severovýchod","CZ05","35","410035610036000","66.9954089441"
"Míry plodnosti","5406","2014","2014","Severovýchod","CZ05","36","410036610037000","52.6315789474"
"Míry plodnosti","5406","2014","2014","Severovýchod","CZ05","37","410037610038000","40.123947243"
"Míry plodnosti","5406","2014","2014","Severovýchod","CZ05","38","410038610039000","29.3731158692"
"Míry plodnosti","5406","2014","2014","Severovýchod","CZ05","39","410039610040000","21.5520523951"
"Míry plodnosti","5406","2014","2014","Severovýchod","CZ05","40","410040610041000","14.3112701252"
"Míry plodnosti","5406","2014","2014","Severovýchod","CZ05","41","410041610042000","8.9030740803"
"Míry plodnosti","5406","2014","2014","Severovýchod","CZ05","42","410042610043000","4.2495479204"
"Míry plodnosti","5406","2014","2014","Severovýchod","CZ05","43","410043610044000","3.1458531935"
"Míry plodnosti","5406","2014","2014","Severovýchod","CZ05","44","410044610045000","1.3901300765"
"Míry plodnosti","5406","2014","2014","Severovýchod","CZ05","45","410045610046000","0.7296226808"
"Míry plodnosti","5406","2014","2014","Severovýchod","CZ05","46","410046610047000","0.215424386"
"Míry plodnosti","5406","2014","2014","Severovýchod","CZ05","47","410047610048000","0.2155636991"
"Míry plodnosti","5406","2014","2014","Severovýchod","CZ05","48","410048610049000","0.1045915699"
"Míry plodnosti","5406","2014","2014","Severovýchod","CZ05","49","410049610050000","0"
"Míry plodnosti","5406","2014","2014","Jihovýchod","CZ06","15","410015610016000","1.2892135797"
"Míry plodnosti","5406","2014","2014","Jihovýchod","CZ06","16","410016610017000","4.3417366947"
"Míry plodnosti","5406","2014","2014","Jihovýchod","CZ06","17","410017610018000","4.70718538"
"Míry plodnosti","5406","2014","2014","Jihovýchod","CZ06","18","410018610019000","13.0366078483"
"Míry plodnosti","5406","2014","2014","Jihovýchod","CZ06","19","410019610020000","20.6060606061"
"Míry plodnosti","5406","2014","2014","Jihovýchod","CZ06","20","410020610021000","22.8222436516"
"Míry plodnosti","5406","2014","2014","Jihovýchod","CZ06","21","410021610022000","31.1463880237"
"Míry plodnosti","5406","2014","2014","Jihovýchod","CZ06","22","410022610023000","36.3939572297"
"Míry plodnosti","5406","2014","2014","Jihovýchod","CZ06","23","410023610024000","44.9619771863"
"Míry plodnosti","5406","2014","2014","Jihovýchod","CZ06","24","410024610025000","54.1801561607"
"Míry plodnosti","5406","2014","2014","Jihovýchod","CZ06","25","410025610026000","72.0941176471"
"Míry plodnosti","5406","2014","2014","Jihovýchod","CZ06","26","410026610027000","85.0330632393"
"Míry plodnosti","5406","2014","2014","Jihovýchod","CZ06","27","410027610028000","104.9098933431"
"Míry plodnosti","5406","2014","2014","Jihovýchod","CZ06","28","410028610029000","122.5233229676"
"Míry plodnosti","5406","2014","2014","Jihovýchod","CZ06","29","410029610030000","132.0655507843"
"Míry plodnosti","5406","2014","2014","Jihovýchod","CZ06","30","410030610031000","142.2425147072"
"Míry plodnosti","5406","2014","2014","Jihovýchod","CZ06","31","410031610032000","124.5890292438"
"Míry plodnosti","5406","2014","2014","Jihovýchod","CZ06","32","410032610033000","114.837398374"
"Míry plodnosti","5406","2014","2014","Jihovýchod","CZ06","33","410033610034000","100.3137384412"
"Míry plodnosti","5406","2014","2014","Jihovýchod","CZ06","34","410034610035000","78.7798820242"
"Míry plodnosti","5406","2014","2014","Jihovýchod","CZ06","35","410035610036000","70.4790196807"
"Míry plodnosti","5406","2014","2014","Jihovýchod","CZ06","36","410036610037000","58.2249036854"
"Míry plodnosti","5406","2014","2014","Jihovýchod","CZ06","37","410037610038000","40.8134243458"
"Míry plodnosti","5406","2014","2014","Jihovýchod","CZ06","38","410038610039000","30.1978479695"
"Míry plodnosti","5406","2014","2014","Jihovýchod","CZ06","39","410039610040000","21.0124164279"
"Míry plodnosti","5406","2014","2014","Jihovýchod","CZ06","40","410040610041000","14.5266439909"
"Míry plodnosti","5406","2014","2014","Jihovýchod","CZ06","41","410041610042000","7.3529411765"
"Míry plodnosti","5406","2014","2014","Jihovýchod","CZ06","42","410042610043000","4.4418370768"
"Míry plodnosti","5406","2014","2014","Jihovýchod","CZ06","43","410043610044000","3.127171647"
"Míry plodnosti","5406","2014","2014","Jihovýchod","CZ06","44","410044610045000","1.6144945735"
"Míry plodnosti","5406","2014","2014","Jihovýchod","CZ06","45","410045610046000","1.4134941576"
"Míry plodnosti","5406","2014","2014","Jihovýchod","CZ06","46","410046610047000","1.0634184068"
"Míry plodnosti","5406","2014","2014","Jihovýchod","CZ06","47","410047610048000","0.1899876508"
"Míry plodnosti","5406","2014","2014","Jihovýchod","CZ06","48","410048610049000","0.1841959845"
"Míry plodnosti","5406","2014","2014","Jihovýchod","CZ06","49","410049610050000","0.0889600569"
"Míry plodnosti","5406","2014","2014","Střední Morava","CZ07","15","410015610016000","1.1372251706"
"Míry plodnosti","5406","2014","2014","Střední Morava","CZ07","16","410016610017000","3.0412469112"
"Míry plodnosti","5406","2014","2014","Střední Morava","CZ07","17","410017610018000","7.9021636877"
"Míry plodnosti","5406","2014","2014","Střední Morava","CZ07","18","410018610019000","12.5944584383"
"Míry plodnosti","5406","2014","2014","Střední Morava","CZ07","19","410019610020000","17.8719179216"
"Míry plodnosti","5406","2014","2014","Střední Morava","CZ07","20","410020610021000","26.2614340513"
"Míry plodnosti","5406","2014","2014","Střední Morava","CZ07","21","410021610022000","26.4701869286"
"Míry plodnosti","5406","2014","2014","Střední Morava","CZ07","22","410022610023000","36.0878661088"
"Míry plodnosti","5406","2014","2014","Střední Morava","CZ07","23","410023610024000","44.4133367269"
"Míry plodnosti","5406","2014","2014","Střední Morava","CZ07","24","410024610025000","46.2560695119"
"Míry plodnosti","5406","2014","2014","Střední Morava","CZ07","25","410025610026000","65.3851018085"
"Míry plodnosti","5406","2014","2014","Střední Morava","CZ07","26","410026610027000","80.6086519115"
"Míry plodnosti","5406","2014","2014","Střední Morava","CZ07","27","410027610028000","100.2560819462"
"Míry plodnosti","5406","2014","2014","Střední Morava","CZ07","28","410028610029000","111.7789998721"
"Míry plodnosti","5406","2014","2014","Střední Morava","CZ07","29","410029610030000","119.6178343949"
"Míry plodnosti","5406","2014","2014","Střední Morava","CZ07","30","410030610031000","132.7501929509"
"Míry plodnosti","5406","2014","2014","Střední Morava","CZ07","31","410031610032000","112.7637935418"
"Míry plodnosti","5406","2014","2014","Střední Morava","CZ07","32","410032610033000","116.5060538671"
"Míry plodnosti","5406","2014","2014","Střední Morava","CZ07","33","410033610034000","90.9527237821"
"Míry plodnosti","5406","2014","2014","Střední Morava","CZ07","34","410034610035000","75.7713248639"
"Míry plodnosti","5406","2014","2014","Střední Morava","CZ07","35","410035610036000","64.5502645503"
"Míry plodnosti","5406","2014","2014","Střední Morava","CZ07","36","410036610037000","50.7939739414"
"Míry plodnosti","5406","2014","2014","Střední Morava","CZ07","37","410037610038000","37.8555148152"
"Míry plodnosti","5406","2014","2014","Střední Morava","CZ07","38","410038610039000","28.1256020035"
"Míry plodnosti","5406","2014","2014","Střední Morava","CZ07","39","410039610040000","21.7350037965"
"Míry plodnosti","5406","2014","2014","Střední Morava","CZ07","40","410040610041000","14.9283048517"
"Míry plodnosti","5406","2014","2014","Střední Morava","CZ07","41","410041610042000","9.3170989942"
"Míry plodnosti","5406","2014","2014","Střední Morava","CZ07","42","410042610043000","4.9994318827"
"Míry plodnosti","5406","2014","2014","Střední Morava","CZ07","43","410043610044000","3.1000357696"
"Míry plodnosti","5406","2014","2014","Střední Morava","CZ07","44","410044610045000","2.0874263261"
"Míry plodnosti","5406","2014","2014","Střední Morava","CZ07","45","410045610046000","1.1457670274"
"Míry plodnosti","5406","2014","2014","Střední Morava","CZ07","46","410046610047000","0.3922081318"
"Míry plodnosti","5406","2014","2014","Střední Morava","CZ07","47","410047610048000","0.2590673575"
"Míry plodnosti","5406","2014","2014","Střední Morava","CZ07","48","410048610049000","0.1253761284"
"Míry plodnosti","5406","2014","2014","Střední Morava","CZ07","49","410049610050000","0.2418672149"
"Míry plodnosti","5406","2014","2014","Moravskoslezsko","CZ08","15","410015610016000","2.0216871899"
"Míry plodnosti","5406","2014","2014","Moravskoslezsko","CZ08","16","410016610017000","6.9065794257"
"Míry plodnosti","5406","2014","2014","Moravskoslezsko","CZ08","17","410017610018000","11.3615870153"
"Míry plodnosti","5406","2014","2014","Moravskoslezsko","CZ08","18","410018610019000","21.0120819471"
"Míry plodnosti","5406","2014","2014","Moravskoslezsko","CZ08","19","410019610020000","32.3781771086"
"Míry plodnosti","5406","2014","2014","Moravskoslezsko","CZ08","20","410020610021000","38.2403680276"
"Míry plodnosti","5406","2014","2014","Moravskoslezsko","CZ08","21","410021610022000","44.3521372102"
"Míry plodnosti","5406","2014","2014","Moravskoslezsko","CZ08","22","410022610023000","46.5415273849"
"Míry plodnosti","5406","2014","2014","Moravskoslezsko","CZ08","23","410023610024000","54.3584720862"
"Míry plodnosti","5406","2014","2014","Moravskoslezsko","CZ08","24","410024610025000","59.4918152944"
"Míry plodnosti","5406","2014","2014","Moravskoslezsko","CZ08","25","410025610026000","75.0608272506"
"Míry plodnosti","5406","2014","2014","Moravskoslezsko","CZ08","26","410026610027000","78.012452692"
"Míry plodnosti","5406","2014","2014","Moravskoslezsko","CZ08","27","410027610028000","106.8721262582"
"Míry plodnosti","5406","2014","2014","Moravskoslezsko","CZ08","28","410028610029000","108.7443946188"
"Míry plodnosti","5406","2014","2014","Moravskoslezsko","CZ08","29","410029610030000","116.5987780041"
"Míry plodnosti","5406","2014","2014","Moravskoslezsko","CZ08","30","410030610031000","116.1804395322"
"Míry plodnosti","5406","2014","2014","Moravskoslezsko","CZ08","31","410031610032000","108.6845466156"
"Míry plodnosti","5406","2014","2014","Moravskoslezsko","CZ08","32","410032610033000","103.1570741847"
"Míry plodnosti","5406","2014","2014","Moravskoslezsko","CZ08","33","410033610034000","85.1255634256"
"Míry plodnosti","5406","2014","2014","Moravskoslezsko","CZ08","34","410034610035000","66.9559099437"
"Míry plodnosti","5406","2014","2014","Moravskoslezsko","CZ08","35","410035610036000","56.2248995984"
"Míry plodnosti","5406","2014","2014","Moravskoslezsko","CZ08","36","410036610037000","42.4242424242"
"Míry plodnosti","5406","2014","2014","Moravskoslezsko","CZ08","37","410037610038000","33.5108048857"
"Míry plodnosti","5406","2014","2014","Moravskoslezsko","CZ08","38","410038610039000","27.3485156568"
"Míry plodnosti","5406","2014","2014","Moravskoslezsko","CZ08","39","410039610040000","18.4746097609"
"Míry plodnosti","5406","2014","2014","Moravskoslezsko","CZ08","40","410040610041000","11.7856789145"
"Míry plodnosti","5406","2014","2014","Moravskoslezsko","CZ08","41","410041610042000","8.779352655"
"Míry plodnosti","5406","2014","2014","Moravskoslezsko","CZ08","42","410042610043000","5.3884149079"
"Míry plodnosti","5406","2014","2014","Moravskoslezsko","CZ08","43","410043610044000","2.8017744572"
"Míry plodnosti","5406","2014","2014","Moravskoslezsko","CZ08","44","410044610045000","0.7232401157"
"Míry plodnosti","5406","2014","2014","Moravskoslezsko","CZ08","45","410045610046000","1.4897579143"
"Míry plodnosti","5406","2014","2014","Moravskoslezsko","CZ08","46","410046610047000","0.1258019877"
"Míry plodnosti","5406","2014","2014","Moravskoslezsko","CZ08","47","410047610048000","0.244528671"
"Míry plodnosti","5406","2014","2014","Moravskoslezsko","CZ08","48","410048610049000","0.2359046945"
"Míry plodnosti","5406","2014","2014","Moravskoslezsko","CZ08","49","410049610050000","0"
"Míry plodnosti","5406","2014","2014","Hlavní město Praha","CZ010","15","410015610016000","0.7583417594"
"Míry plodnosti","5406","2014","2014","Hlavní město Praha","CZ010","16","410016610017000","2.2767518341"
"Míry plodnosti","5406","2014","2014","Hlavní město Praha","CZ010","17","410017610018000","4.3499275012"
"Míry plodnosti","5406","2014","2014","Hlavní město Praha","CZ010","18","410018610019000","6.4543889845"
"Míry plodnosti","5406","2014","2014","Hlavní město Praha","CZ010","19","410019610020000","11.3827206568"
"Míry plodnosti","5406","2014","2014","Hlavní město Praha","CZ010","20","410020610021000","15.7345647341"
"Míry plodnosti","5406","2014","2014","Hlavní město Praha","CZ010","21","410021610022000","22.5101214575"
"Míry plodnosti","5406","2014","2014","Hlavní město Praha","CZ010","22","410022610023000","24.0617433414"
"Míry plodnosti","5406","2014","2014","Hlavní město Praha","CZ010","23","410023610024000","28.3434232251"
"Míry plodnosti","5406","2014","2014","Hlavní město Praha","CZ010","24","410024610025000","33.4214002642"
"Míry plodnosti","5406","2014","2014","Hlavní město Praha","CZ010","25","410025610026000","46.2789243277"
"Míry plodnosti","5406","2014","2014","Hlavní město Praha","CZ010","26","410026610027000","59.985802177"
"Míry plodnosti","5406","2014","2014","Hlavní město Praha","CZ010","27","410027610028000","68.8005467593"
"Míry plodnosti","5406","2014","2014","Hlavní město Praha","CZ010","28","410028610029000","84.7058823529"
"Míry plodnosti","5406","2014","2014","Hlavní město Praha","CZ010","29","410029610030000","107.4727981934"
"Míry plodnosti","5406","2014","2014","Hlavní město Praha","CZ010","30","410030610031000","118.3031268672"
"Míry plodnosti","5406","2014","2014","Hlavní město Praha","CZ010","31","410031610032000","126.3947672182"
"Míry plodnosti","5406","2014","2014","Hlavní město Praha","CZ010","32","410032610033000","120.0945626478"
"Míry plodnosti","5406","2014","2014","Hlavní město Praha","CZ010","33","410033610034000","109.820681966"
"Míry plodnosti","5406","2014","2014","Hlavní město Praha","CZ010","34","410034610035000","101.2745435756"
"Míry plodnosti","5406","2014","2014","Hlavní město Praha","CZ010","35","410035610036000","87.1619420007"
"Míry plodnosti","5406","2014","2014","Hlavní město Praha","CZ010","36","410036610037000","72.6666124176"
"Míry plodnosti","5406","2014","2014","Hlavní město Praha","CZ010","37","410037610038000","55.5509834582"
"Míry plodnosti","5406","2014","2014","Hlavní město Praha","CZ010","38","410038610039000","45.1090134492"
"Míry plodnosti","5406","2014","2014","Hlavní město Praha","CZ010","39","410039610040000","33.6765698852"
"Míry plodnosti","5406","2014","2014","Hlavní město Praha","CZ010","40","410040610041000","27.3028377048"
"Míry plodnosti","5406","2014","2014","Hlavní město Praha","CZ010","41","410041610042000","14.4767266513"
"Míry plodnosti","5406","2014","2014","Hlavní město Praha","CZ010","42","410042610043000","9.1314273291"
"Míry plodnosti","5406","2014","2014","Hlavní město Praha","CZ010","43","410043610044000","4.7436187034"
"Míry plodnosti","5406","2014","2014","Hlavní město Praha","CZ010","44","410044610045000","3.1160115053"
"Míry plodnosti","5406","2014","2014","Hlavní město Praha","CZ010","45","410045610046000","1.256281407"
"Míry plodnosti","5406","2014","2014","Hlavní město Praha","CZ010","46","410046610047000","1.1473737889"
"Míry plodnosti","5406","2014","2014","Hlavní město Praha","CZ010","47","410047610048000","0.2527486415"
"Míry plodnosti","5406","2014","2014","Hlavní město Praha","CZ010","48","410048610049000","0.2469745616"
"Míry plodnosti","5406","2014","2014","Hlavní město Praha","CZ010","49","410049610050000","0.3536484734"
"Míry plodnosti","5406","2014","2014","Středočeský kraj","CZ020","15","410015610016000","1.1009174312"
"Míry plodnosti","5406","2014","2014","Středočeský kraj","CZ020","16","410016610017000","4.7471243381"
"Míry plodnosti","5406","2014","2014","Středočeský kraj","CZ020","17","410017610018000","7.5077824574"
"Míry plodnosti","5406","2014","2014","Středočeský kraj","CZ020","18","410018610019000","13.2696390658"
"Míry plodnosti","5406","2014","2014","Středočeský kraj","CZ020","19","410019610020000","25.7545931759"
"Míry plodnosti","5406","2014","2014","Středočeský kraj","CZ020","20","410020610021000","33.2290269706"
"Míry plodnosti","5406","2014","2014","Středočeský kraj","CZ020","21","410021610022000","32.7201235781"
"Míry plodnosti","5406","2014","2014","Středočeský kraj","CZ020","22","410022610023000","39.312039312"
"Míry plodnosti","5406","2014","2014","Středočeský kraj","CZ020","23","410023610024000","51.3944223108"
"Míry plodnosti","5406","2014","2014","Středočeský kraj","CZ020","24","410024610025000","58.2045817794"
"Míry plodnosti","5406","2014","2014","Středočeský kraj","CZ020","25","410025610026000","73.2696585111"
"Míry plodnosti","5406","2014","2014","Středočeský kraj","CZ020","26","410026610027000","83.607803395"
"Míry plodnosti","5406","2014","2014","Středočeský kraj","CZ020","27","410027610028000","100.9873765779"
"Míry plodnosti","5406","2014","2014","Středočeský kraj","CZ020","28","410028610029000","119.6300352927"
"Míry plodnosti","5406","2014","2014","Středočeský kraj","CZ020","29","410029610030000","135.4190987626"
"Míry plodnosti","5406","2014","2014","Středočeský kraj","CZ020","30","410030610031000","128.6622757211"
"Míry plodnosti","5406","2014","2014","Středočeský kraj","CZ020","31","410031610032000","125.6746337702"
"Míry plodnosti","5406","2014","2014","Středočeský kraj","CZ020","32","410032610033000","112.6999258553"
"Míry plodnosti","5406","2014","2014","Středočeský kraj","CZ020","33","410033610034000","101.6659975913"
"Míry plodnosti","5406","2014","2014","Středočeský kraj","CZ020","34","410034610035000","86.0817638953"
"Míry plodnosti","5406","2014","2014","Středočeský kraj","CZ020","35","410035610036000","75.7460478485"
"Míry plodnosti","5406","2014","2014","Středočeský kraj","CZ020","36","410036610037000","59.6832135859"
"Míry plodnosti","5406","2014","2014","Středočeský kraj","CZ020","37","410037610038000","42.4016831202"
"Míry plodnosti","5406","2014","2014","Středočeský kraj","CZ020","38","410038610039000","32.041012496"
"Míry plodnosti","5406","2014","2014","Středočeský kraj","CZ020","39","410039610040000","23.5924504159"
"Míry plodnosti","5406","2014","2014","Středočeský kraj","CZ020","40","410040610041000","13.2394838277"
"Míry plodnosti","5406","2014","2014","Středočeský kraj","CZ020","41","410041610042000","9.6785975164"
"Míry plodnosti","5406","2014","2014","Středočeský kraj","CZ020","42","410042610043000","6.0660302307"
"Míry plodnosti","5406","2014","2014","Středočeský kraj","CZ020","43","410043610044000","3.8083148207"
"Míry plodnosti","5406","2014","2014","Středočeský kraj","CZ020","44","410044610045000","2.0165807753"
"Míry plodnosti","5406","2014","2014","Středočeský kraj","CZ020","45","410045610046000","0.9435074891"
"Míry plodnosti","5406","2014","2014","Středočeský kraj","CZ020","46","410046610047000","0.2416334421"
"Míry plodnosti","5406","2014","2014","Středočeský kraj","CZ020","47","410047610048000","0.3695036335"
"Míry plodnosti","5406","2014","2014","Středočeský kraj","CZ020","48","410048610049000","0.1217285453"
"Míry plodnosti","5406","2014","2014","Středočeský kraj","CZ020","49","410049610050000","0.1163737926"
"Míry plodnosti","5406","2014","2014","Jihočeský kraj","CZ031","15","410015610016000","1.4689680499"
"Míry plodnosti","5406","2014","2014","Jihočeský kraj","CZ031","16","410016610017000","4.6661880833"
"Míry plodnosti","5406","2014","2014","Jihočeský kraj","CZ031","17","410017610018000","9.653199857"
"Míry plodnosti","5406","2014","2014","Jihočeský kraj","CZ031","18","410018610019000","15.1408450704"
"Míry plodnosti","5406","2014","2014","Jihočeský kraj","CZ031","19","410019610020000","24.5614035088"
"Míry plodnosti","5406","2014","2014","Jihočeský kraj","CZ031","20","410020610021000","31.6831683168"
"Míry plodnosti","5406","2014","2014","Jihočeský kraj","CZ031","21","410021610022000","40.6283856988"
"Míry plodnosti","5406","2014","2014","Jihočeský kraj","CZ031","22","410022610023000","39.1487125591"
"Míry plodnosti","5406","2014","2014","Jihočeský kraj","CZ031","23","410023610024000","55.0389545112"
"Míry plodnosti","5406","2014","2014","Jihočeský kraj","CZ031","24","410024610025000","59.3618600049"
"Míry plodnosti","5406","2014","2014","Jihočeský kraj","CZ031","25","410025610026000","66.7487684729"
"Míry plodnosti","5406","2014","2014","Jihočeský kraj","CZ031","26","410026610027000","77.1912350598"
"Míry plodnosti","5406","2014","2014","Jihočeský kraj","CZ031","27","410027610028000","99.6005991013"
"Míry plodnosti","5406","2014","2014","Jihočeský kraj","CZ031","28","410028610029000","114.7622603933"
"Míry plodnosti","5406","2014","2014","Jihočeský kraj","CZ031","29","410029610030000","122.46412667"
"Míry plodnosti","5406","2014","2014","Jihočeský kraj","CZ031","30","410030610031000","121.7008797654"
"Míry plodnosti","5406","2014","2014","Jihočeský kraj","CZ031","31","410031610032000","134.3175217812"
"Míry plodnosti","5406","2014","2014","Jihočeský kraj","CZ031","32","410032610033000","107.4144486692"
"Míry plodnosti","5406","2014","2014","Jihočeský kraj","CZ031","33","410033610034000","89.9082568807"
"Míry plodnosti","5406","2014","2014","Jihočeský kraj","CZ031","34","410034610035000","78.381256656"
"Míry plodnosti","5406","2014","2014","Jihočeský kraj","CZ031","35","410035610036000","60.9418282548"
"Míry plodnosti","5406","2014","2014","Jihočeský kraj","CZ031","36","410036610037000","53.5439137134"
"Míry plodnosti","5406","2014","2014","Jihočeský kraj","CZ031","37","410037610038000","37.0300037979"
"Míry plodnosti","5406","2014","2014","Jihočeský kraj","CZ031","38","410038610039000","27.7932184547"
"Míry plodnosti","5406","2014","2014","Jihočeský kraj","CZ031","39","410039610040000","21.8142155972"
"Míry plodnosti","5406","2014","2014","Jihočeský kraj","CZ031","40","410040610041000","12.6838235294"
"Míry plodnosti","5406","2014","2014","Jihočeský kraj","CZ031","41","410041610042000","8.1397657336"
"Míry plodnosti","5406","2014","2014","Jihočeský kraj","CZ031","42","410042610043000","3.6724994599"
"Míry plodnosti","5406","2014","2014","Jihočeský kraj","CZ031","43","410043610044000","2.9305680794"
"Míry plodnosti","5406","2014","2014","Jihočeský kraj","CZ031","44","410044610045000","1.3930810309"
"Míry plodnosti","5406","2014","2014","Jihočeský kraj","CZ031","45","410045610046000","0.4833252779"
"Míry plodnosti","5406","2014","2014","Jihočeský kraj","CZ031","46","410046610047000","0.5002501251"
"Míry plodnosti","5406","2014","2014","Jihočeský kraj","CZ031","47","410047610048000","0"
"Míry plodnosti","5406","2014","2014","Jihočeský kraj","CZ031","48","410048610049000","0.2438429651"
"Míry plodnosti","5406","2014","2014","Jihočeský kraj","CZ031","49","410049610050000","0"
"Míry plodnosti","5406","2014","2014","Plzeňský kraj","CZ032","15","410015610016000","1.2987012987"
"Míry plodnosti","5406","2014","2014","Plzeňský kraj","CZ032","16","410016610017000","6.902502157"
"Míry plodnosti","5406","2014","2014","Plzeňský kraj","CZ032","17","410017610018000","8.5836909871"
"Míry plodnosti","5406","2014","2014","Plzeňský kraj","CZ032","18","410018610019000","15.1950718686"
"Míry plodnosti","5406","2014","2014","Plzeňský kraj","CZ032","19","410019610020000","22.2809667674"
"Míry plodnosti","5406","2014","2014","Plzeňský kraj","CZ032","20","410020610021000","38.4745190685"
"Míry plodnosti","5406","2014","2014","Plzeňský kraj","CZ032","21","410021610022000","31.9182891797"
"Míry plodnosti","5406","2014","2014","Plzeňský kraj","CZ032","22","410022610023000","47.2827755603"
"Míry plodnosti","5406","2014","2014","Plzeňský kraj","CZ032","23","410023610024000","49.8542274052"
"Míry plodnosti","5406","2014","2014","Plzeňský kraj","CZ032","24","410024610025000","57.8932504942"
"Míry plodnosti","5406","2014","2014","Plzeňský kraj","CZ032","25","410025610026000","67.5267636563"
"Míry plodnosti","5406","2014","2014","Plzeňský kraj","CZ032","26","410026610027000","86.4197530864"
"Míry plodnosti","5406","2014","2014","Plzeňský kraj","CZ032","27","410027610028000","101.0928961749"
"Míry plodnosti","5406","2014","2014","Plzeňský kraj","CZ032","28","410028610029000","106.7371202114"
"Míry plodnosti","5406","2014","2014","Plzeňský kraj","CZ032","29","410029610030000","112.3537061118"
"Míry plodnosti","5406","2014","2014","Plzeňský kraj","CZ032","30","410030610031000","119.7916666667"
"Míry plodnosti","5406","2014","2014","Plzeňský kraj","CZ032","31","410031610032000","104.4814340589"
"Míry plodnosti","5406","2014","2014","Plzeňský kraj","CZ032","32","410032610033000","105.412371134"
"Míry plodnosti","5406","2014","2014","Plzeňský kraj","CZ032","33","410033610034000","85.9140859141"
"Míry plodnosti","5406","2014","2014","Plzeňský kraj","CZ032","34","410034610035000","81.056044465"
"Míry plodnosti","5406","2014","2014","Plzeňský kraj","CZ032","35","410035610036000","61.5758110792"
"Míry plodnosti","5406","2014","2014","Plzeňský kraj","CZ032","36","410036610037000","50.7570910642"
"Míry plodnosti","5406","2014","2014","Plzeňský kraj","CZ032","37","410037610038000","36.8710531677"
"Míry plodnosti","5406","2014","2014","Plzeňský kraj","CZ032","38","410038610039000","24.9110320285"
"Míry plodnosti","5406","2014","2014","Plzeňský kraj","CZ032","39","410039610040000","18.4860867873"
"Míry plodnosti","5406","2014","2014","Plzeňský kraj","CZ032","40","410040610041000","13.6518771331"
"Míry plodnosti","5406","2014","2014","Plzeňský kraj","CZ032","41","410041610042000","7.4414532721"
"Míry plodnosti","5406","2014","2014","Plzeňský kraj","CZ032","42","410042610043000","4.346776141"
"Míry plodnosti","5406","2014","2014","Plzeňský kraj","CZ032","43","410043610044000","1.8120631633"
"Míry plodnosti","5406","2014","2014","Plzeňský kraj","CZ032","44","410044610045000","1.3308490817"
"Míry plodnosti","5406","2014","2014","Plzeňský kraj","CZ032","45","410045610046000","0.8262186725"
"Míry plodnosti","5406","2014","2014","Plzeňský kraj","CZ032","46","410046610047000","0.2829654782"
"Míry plodnosti","5406","2014","2014","Plzeňský kraj","CZ032","47","410047610048000","0.2777777778"
"Míry plodnosti","5406","2014","2014","Plzeňský kraj","CZ032","48","410048610049000","0"
"Míry plodnosti","5406","2014","2014","Plzeňský kraj","CZ032","49","410049610050000","0.2608242045"
"Míry plodnosti","5406","2014","2014","Karlovarský kraj","CZ041","15","410015610016000","4.6403712297"
"Míry plodnosti","5406","2014","2014","Karlovarský kraj","CZ041","16","410016610017000","9.2879256966"
"Míry plodnosti","5406","2014","2014","Karlovarský kraj","CZ041","17","410017610018000","17.358490566"
"Míry plodnosti","5406","2014","2014","Karlovarský kraj","CZ041","18","410018610019000","28.3018867925"
"Míry plodnosti","5406","2014","2014","Karlovarský kraj","CZ041","19","410019610020000","36.6911274183"
"Míry plodnosti","5406","2014","2014","Karlovarský kraj","CZ041","20","410020610021000","45.536249251"
"Míry plodnosti","5406","2014","2014","Karlovarský kraj","CZ041","21","410021610022000","52.1994134897"
"Míry plodnosti","5406","2014","2014","Karlovarský kraj","CZ041","22","410022610023000","52.1837776517"
"Míry plodnosti","5406","2014","2014","Karlovarský kraj","CZ041","23","410023610024000","60.0425079702"
"Míry plodnosti","5406","2014","2014","Karlovarský kraj","CZ041","24","410024610025000","68.694284216"
