Ukazatel,IndicatorType,Roky,CasR,"ČR, Reg. soudržnosti, Kraje",Uz012,Hodnota,Uz01A
Pořadí dítěte 4. a vyšší,4355WZNP4AV,2008,2008,Jihovýchod,CZ06,655.0,CZ06
Pořadí dítěte 4. a vyšší,4355WZNP4AV,2008,2008,Střední Morava,CZ07,516.0,CZ07
Pořadí dítěte 4. a vyšší,4355WZNP4AV,2008,2008,Moravskoslezsko,CZ08,633.0,CZ08
Pořadí dítěte 4. a vyšší,4355WZNP4AV,2008,2008,Hlavní město Praha,CZ010,270.0,CZ01
Pořadí dítěte 4. a vyšší,4355WZNP4AV,2008,2008,Středočeský kraj,CZ020,455.0,CZ02
Pořadí dítěte 4. a vyšší,4355WZNP4AV,2008,2008,Jihočeský kraj,CZ031,275.0,CZ03
Pořadí dítěte 4. a vyšší,4355WZNP4AV,2008,2008,Plzeňský kraj,CZ032,227.0,CZ03
Pořadí dítěte 4. a vyšší,4355WZNP4AV,2008,2008,Karlovarský kraj,CZ041,187.0,CZ04
Pořadí dítěte 4. a vyšší,4355WZNP4AV,2008,2008,Ústecký kraj,CZ042,617.0,CZ04
Pořadí dítěte 4. a vyšší,4355WZNP4AV,2008,2008,Liberecký kraj,CZ051,258.0,CZ05
Pořadí dítěte 4. a vyšší,4355WZNP4AV,2008,2008,Královéhradecký kraj,CZ052,261.0,CZ05
Pořadí dítěte 4. a vyšší,4355WZNP4AV,2008,2008,Pardubický kraj,CZ053,226.0,CZ05
Pořadí dítěte 4. a vyšší,4355WZNP4AV,2008,2008,Kraj Vysočina,CZ063,219.0,CZ06
Pořadí dítěte 4. a vyšší,4355WZNP4AV,2008,2008,Jihomoravský kraj,CZ064,436.0,CZ06
Pořadí dítěte 4. a vyšší,4355WZNP4AV,2008,2008,Olomoucký kraj,CZ071,314.0,CZ07
Pořadí dítěte 4. a vyšší,4355WZNP4AV,2008,2008,Zlínský kraj,CZ072,202.0,CZ07
Pořadí dítěte 4. a vyšší,4355WZNP4AV,2008,2008,Moravskoslezský kraj,CZ080,633.0,CZ08
Pořadí dítěte 4. a vyšší,4355WZNP4AV,2009,2009,Česko,CZ,4725.0,CZ
Pořadí dítěte 4. a vyšší,4355WZNP4AV,2009,2009,Praha,CZ01,254.0,CZ01
Pořadí dítěte 4. a vyšší,4355WZNP4AV,2009,2009,Střední Čechy,CZ02,472.0,CZ02
Pořadí dítěte 4. a vyšší,4355WZNP4AV,2009,2009,Jihozápad,CZ03,505.0,CZ03
Pořadí dítěte 4. a vyšší,4355WZNP4AV,2009,2009,Severozápad,CZ04,828.0,CZ04
Pořadí dítěte 4. a vyšší,4355WZNP4AV,2009,2009,Severovýchod,CZ05,758.0,CZ05
Pořadí dítěte 4. a vyšší,4355WZNP4AV,2009,2009,Jihovýchod,CZ06,727.0,CZ06
Pořadí dítěte 4. a vyšší,4355WZNP4AV,2009,2009,Střední Morava,CZ07,548.0,CZ07
Pořadí dítěte 4. a vyšší,4355WZNP4AV,2009,2009,Moravskoslezsko,CZ08,633.0,CZ08
Pořadí dítěte 4. a vyšší,4355WZNP4AV,2009,2009,Hlavní město Praha,CZ010,254.0,CZ01
Pořadí dítěte 4. a vyšší,4355WZNP4AV,2009,2009,Středočeský kraj,CZ020,472.0,CZ02
Pořadí dítěte 4. a vyšší,4355WZNP4AV,2009,2009,Jihočeský kraj,CZ031,283.0,CZ03
Pořadí dítěte 4. a vyšší,4355WZNP4AV,2009,2009,Plzeňský kraj,CZ032,222.0,CZ03
Pořadí dítěte 4. a vyšší,4355WZNP4AV,2009,2009,Karlovarský kraj,CZ041,189.0,CZ04
Pořadí dítěte 4. a vyšší,4355WZNP4AV,2009,2009,Ústecký kraj,CZ042,639.0,CZ04
Pořadí dítěte 4. a vyšší,4355WZNP4AV,2009,2009,Liberecký kraj,CZ051,246.0,CZ05
Pořadí dítěte 4. a vyšší,4355WZNP4AV,2009,2009,Královéhradecký kraj,CZ052,265.0,CZ05
Pořadí dítěte 4. a vyšší,4355WZNP4AV,2009,2009,Pardubický kraj,CZ053,247.0,CZ05
Pořadí dítěte 4. a vyšší,4355WZNP4AV,2009,2009,Kraj Vysočina,CZ063,269.0,CZ06
Pořadí dítěte 4. a vyšší,4355WZNP4AV,2009,2009,Jihomoravský kraj,CZ064,458.0,CZ06
Pořadí dítěte 4. a vyšší,4355WZNP4AV,2009,2009,Olomoucký kraj,CZ071,319.0,CZ07
Pořadí dítěte 4. a vyšší,4355WZNP4AV,2009,2009,Zlínský kraj,CZ072,229.0,CZ07
Pořadí dítěte 4. a vyšší,4355WZNP4AV,2009,2009,Moravskoslezský kraj,CZ080,633.0,CZ08
Pořadí dítěte 4. a vyšší,4355WZNP4AV,2010,2010,Česko,CZ,4735.0,CZ
Pořadí dítěte 4. a vyšší,4355WZNP4AV,2010,2010,Praha,CZ01,240.0,CZ01
Pořadí dítěte 4. a vyšší,4355WZNP4AV,2010,2010,Střední Čechy,CZ02,486.0,CZ02
Pořadí dítěte 4. a vyšší,4355WZNP4AV,2010,2010,Jihozápad,CZ03,516.0,CZ03
Pořadí dítěte 4. a vyšší,4355WZNP4AV,2010,2010,Severozápad,CZ04,812.0,CZ04
Pořadí dítěte 4. a vyšší,4355WZNP4AV,2010,2010,Severovýchod,CZ05,798.0,CZ05
Pořadí dítěte 4. a vyšší,4355WZNP4AV,2010,2010,Jihovýchod,CZ06,685.0,CZ06
Pořadí dítěte 4. a vyšší,4355WZNP4AV,2010,2010,Střední Morava,CZ07,508.0,CZ07
Pořadí dítěte 4. a vyšší,4355WZNP4AV,2010,2010,Moravskoslezsko,CZ08,690.0,CZ08
Pořadí dítěte 4. a vyšší,4355WZNP4AV,2010,2010,Hlavní město Praha,CZ010,240.0,CZ01
Pořadí dítěte 4. a vyšší,4355WZNP4AV,2010,2010,Středočeský kraj,CZ020,486.0,CZ02
Pořadí dítěte 4. a vyšší,4355WZNP4AV,2010,2010,Jihočeský kraj,CZ031,299.0,CZ03
Pořadí dítěte 4. a vyšší,4355WZNP4AV,2010,2010,Plzeňský kraj,CZ032,217.0,CZ03
Pořadí dítěte 4. a vyšší,4355WZNP4AV,2010,2010,Karlovarský kraj,CZ041,205.0,CZ04
Pořadí dítěte 4. a vyšší,4355WZNP4AV,2010,2010,Ústecký kraj,CZ042,607.0,CZ04
Pořadí dítěte 4. a vyšší,4355WZNP4AV,2010,2010,Liberecký kraj,CZ051,267.0,CZ05
Pořadí dítěte 4. a vyšší,4355WZNP4AV,2010,2010,Královéhradecký kraj,CZ052,256.0,CZ05
Pořadí dítěte 4. a vyšší,4355WZNP4AV,2010,2010,Pardubický kraj,CZ053,275.0,CZ05
Pořadí dítěte 4. a vyšší,4355WZNP4AV,2010,2010,Kraj Vysočina,CZ063,234.0,CZ06
Pořadí dítěte 4. a vyšší,4355WZNP4AV,2010,2010,Jihomoravský kraj,CZ064,451.0,CZ06
Pořadí dítěte 4. a vyšší,4355WZNP4AV,2010,2010,Olomoucký kraj,CZ071,304.0,CZ07
Pořadí dítěte 4. a vyšší,4355WZNP4AV,2010,2010,Zlínský kraj,CZ072,204.0,CZ07
Pořadí dítěte 4. a vyšší,4355WZNP4AV,2010,2010,Moravskoslezský kraj,CZ080,690.0,CZ08
Pořadí dítěte 4. a vyšší,4355WZNP4AV,2011,2011,Česko,CZ,4427.0,CZ
Pořadí dítěte 4. a vyšší,4355WZNP4AV,2011,2011,Praha,CZ01,223.0,CZ01
Pořadí dítěte 4. a vyšší,4355WZNP4AV,2011,2011,Střední Čechy,CZ02,493.0,CZ02
Pořadí dítěte 4. a vyšší,4355WZNP4AV,2011,2011,Jihozápad,CZ03,440.0,CZ03
Pořadí dítěte 4. a vyšší,4355WZNP4AV,2011,2011,Severozápad,CZ04,751.0,CZ04
Pořadí dítěte 4. a vyšší,4355WZNP4AV,2011,2011,Severovýchod,CZ05,707.0,CZ05
Pořadí dítěte 4. a vyšší,4355WZNP4AV,2011,2011,Jihovýchod,CZ06,698.0,CZ06
Pořadí dítěte 4. a vyšší,4355WZNP4AV,2011,2011,Střední Morava,CZ07,466.0,CZ07
Pořadí dítěte 4. a vyšší,4355WZNP4AV,2011,2011,Moravskoslezsko,CZ08,649.0,CZ08
Pořadí dítěte 4. a vyšší,4355WZNP4AV,2011,2011,Hlavní město Praha,CZ010,223.0,CZ01
Pořadí dítěte 4. a vyšší,4355WZNP4AV,2011,2011,Středočeský kraj,CZ020,493.0,CZ02
Pořadí dítěte 4. a vyšší,4355WZNP4AV,2011,2011,Jihočeský kraj,CZ031,259.0,CZ03
Pořadí dítěte 4. a vyšší,4355WZNP4AV,2011,2011,Plzeňský kraj,CZ032,181.0,CZ03
Pořadí dítěte 4. a vyšší,4355WZNP4AV,2011,2011,Karlovarský kraj,CZ041,162.0,CZ04
Pořadí dítěte 4. a vyšší,4355WZNP4AV,2011,2011,Ústecký kraj,CZ042,589.0,CZ04
Pořadí dítěte 4. a vyšší,4355WZNP4AV,2011,2011,Liberecký kraj,CZ051,232.0,CZ05
Pořadí dítěte 4. a vyšší,4355WZNP4AV,2011,2011,Královéhradecký kraj,CZ052,246.0,CZ05
Pořadí dítěte 4. a vyšší,4355WZNP4AV,2011,2011,Pardubický kraj,CZ053,229.0,CZ05
Pořadí dítěte 4. a vyšší,4355WZNP4AV,2011,2011,Kraj Vysočina,CZ063,252.0,CZ06
Pořadí dítěte 4. a vyšší,4355WZNP4AV,2011,2011,Jihomoravský kraj,CZ064,446.0,CZ06
Pořadí dítěte 4. a vyšší,4355WZNP4AV,2011,2011,Olomoucký kraj,CZ071,257.0,CZ07
Pořadí dítěte 4. a vyšší,4355WZNP4AV,2011,2011,Zlínský kraj,CZ072,209.0,CZ07
Pořadí dítěte 4. a vyšší,4355WZNP4AV,2011,2011,Moravskoslezský kraj,CZ080,649.0,CZ08
Pořadí dítěte 4. a vyšší,4355WZNP4AV,2012,2012,Česko,CZ,4310.0,CZ
Pořadí dítěte 4. a vyšší,4355WZNP4AV,2012,2012,Praha,CZ01,247.0,CZ01
Pořadí dítěte 4. a vyšší,4355WZNP4AV,2012,2012,Střední Čechy,CZ02,465.0,CZ02
Pořadí dítěte 4. a vyšší,4355WZNP4AV,2012,2012,Jihozápad,CZ03,432.0,CZ03
Pořadí dítěte 4. a vyšší,4355WZNP4AV,2012,2012,Severozápad,CZ04,698.0,CZ04
Pořadí dítěte 4. a vyšší,4355WZNP4AV,2012,2012,Severovýchod,CZ05,710.0,CZ05
Pořadí dítěte 4. a vyšší,4355WZNP4AV,2012,2012,Jihovýchod,CZ06,667.0,CZ06
Pořadí dítěte 4. a vyšší,4355WZNP4AV,2012,2012,Střední Morava,CZ07,463.0,CZ07
Pořadí dítěte 4. a vyšší,4355WZNP4AV,2012,2012,Moravskoslezsko,CZ08,628.0,CZ08
Pořadí dítěte 4. a vyšší,4355WZNP4AV,2012,2012,Hlavní město Praha,CZ010,247.0,CZ01
Pořadí dítěte 4. a vyšší,4355WZNP4AV,2012,2012,Středočeský kraj,CZ020,465.0,CZ02
Pořadí dítěte 4. a vyšší,4355WZNP4AV,2012,2012,Jihočeský kraj,CZ031,233.0,CZ03
Pořadí dítěte 4. a vyšší,4355WZNP4AV,2012,2012,Plzeňský kraj,CZ032,199.0,CZ03
Pořadí dítěte 4. a vyšší,4355WZNP4AV,2012,2012,Karlovarský kraj,CZ041,148.0,CZ04
Pořadí dítěte 4. a vyšší,4355WZNP4AV,2012,2012,Ústecký kraj,CZ042,550.0,CZ04
Pořadí dítěte 4. a vyšší,4355WZNP4AV,2012,2012,Liberecký kraj,CZ051,264.0,CZ05
Pořadí dítěte 4. a vyšší,4355WZNP4AV,2012,2012,Královéhradecký kraj,CZ052,227.0,CZ05
Pořadí dítěte 4. a vyšší,4355WZNP4AV,2012,2012,Pardubický kraj,CZ053,219.0,CZ05
Pořadí dítěte 4. a vyšší,4355WZNP4AV,2012,2012,Kraj Vysočina,CZ063,247.0,CZ06
Pořadí dítěte 4. a vyšší,4355WZNP4AV,2012,2012,Jihomoravský kraj,CZ064,420.0,CZ06
Pořadí dítěte 4. a vyšší,4355WZNP4AV,2012,2012,Olomoucký kraj,CZ071,269.0,CZ07
Pořadí dítěte 4. a vyšší,4355WZNP4AV,2012,2012,Zlínský kraj,CZ072,194.0,CZ07
Pořadí dítěte 4. a vyšší,4355WZNP4AV,2012,2012,Moravskoslezský kraj,CZ080,628.0,CZ08
Pořadí dítěte 4. a vyšší,4355WZNP4AV,2013,2013,Česko,CZ,4429.0,CZ
Pořadí dítěte 4. a vyšší,4355WZNP4AV,2013,2013,Praha,CZ01,257.0,CZ01
Pořadí dítěte 4. a vyšší,4355WZNP4AV,2013,2013,Střední Čechy,CZ02,516.0,CZ02
Pořadí dítěte 4. a vyšší,4355WZNP4AV,2013,2013,Jihozápad,CZ03,462.0,CZ03
Pořadí dítěte 4. a vyšší,4355WZNP4AV,2013,2013,Severozápad,CZ04,790.0,CZ04
Pořadí dítěte 4. a vyšší,4355WZNP4AV,2013,2013,Severovýchod,CZ05,667.0,CZ05
Pořadí dítěte 4. a vyšší,4355WZNP4AV,2013,2013,Jihovýchod,CZ06,634.0,CZ06
Pořadí dítěte 4. a vyšší,4355WZNP4AV,2013,2013,Střední Morava,CZ07,488.0,CZ07
Pořadí dítěte 4. a vyšší,4355WZNP4AV,2013,2013,Moravskoslezsko,CZ08,615.0,CZ08
Pořadí dítěte 4. a vyšší,4355WZNP4AV,2013,2013,Hlavní město Praha,CZ010,257.0,CZ01
Pořadí dítěte 4. a vyšší,4355WZNP4AV,2013,2013,Středočeský kraj,CZ020,516.0,CZ02
Pořadí dítěte 4. a vyšší,4355WZNP4AV,2013,2013,Jihočeský kraj,CZ031,250.0,CZ03
Pořadí dítěte 4. a vyšší,4355WZNP4AV,2013,2013,Plzeňský kraj,CZ032,212.0,CZ03
Pořadí dítěte 4. a vyšší,4355WZNP4AV,2013,2013,Karlovarský kraj,CZ041,184.0,CZ04
Pořadí dítěte 4. a vyšší,4355WZNP4AV,2013,2013,Ústecký kraj,CZ042,606.0,CZ04
Pořadí dítěte 4. a vyšší,4355WZNP4AV,2013,2013,Liberecký kraj,CZ051,203.0,CZ05
Pořadí dítěte 4. a vyšší,4355WZNP4AV,2013,2013,Královéhradecký kraj,CZ052,226.0,CZ05
Pořadí dítěte 4. a vyšší,4355WZNP4AV,2013,2013,Pardubický kraj,CZ053,238.0,CZ05
Pořadí dítěte 4. a vyšší,4355WZNP4AV,2013,2013,Kraj Vysočina,CZ063,216.0,CZ06
Pořadí dítěte 4. a vyšší,4355WZNP4AV,2013,2013,Jihomoravský kraj,CZ064,418.0,CZ06
Pořadí dítěte 4. a vyšší,4355WZNP4AV,2013,2013,Olomoucký kraj,CZ071,295.0,CZ07
Pořadí dítěte 4. a vyšší,4355WZNP4AV,2013,2013,Zlínský kraj,CZ072,193.0,CZ07
Pořadí dítěte 4. a vyšší,4355WZNP4AV,2013,2013,Moravskoslezský kraj,CZ080,615.0,CZ08
Pořadí dítěte 4. a vyšší,4355WZNP4AV,2014,2014,Česko,CZ,4767.0,CZ
Pořadí dítěte 4. a vyšší,4355WZNP4AV,2014,2014,Praha,CZ01,273.0,CZ01
Pořadí dítěte 4. a vyšší,4355WZNP4AV,2014,2014,Střední Čechy,CZ02,538.0,CZ02
Pořadí dítěte 4. a vyšší,4355WZNP4AV,2014,2014,Jihozápad,CZ03,488.0,CZ03
Pořadí dítěte 4. a vyšší,4355WZNP4AV,2014,2014,Severozápad,CZ04,822.0,CZ04
Pořadí dítěte 4. a vyšší,4355WZNP4AV,2014,2014,Severovýchod,CZ05,746.0,CZ05
Pořadí dítěte 4. a vyšší,4355WZNP4AV,2014,2014,Jihovýchod,CZ06,705.0,CZ06
Pořadí dítěte 4. a vyšší,4355WZNP4AV,2014,2014,Střední Morava,CZ07,551.0,CZ07
Pořadí dítěte 4. a vyšší,4355WZNP4AV,2014,2014,Moravskoslezsko,CZ08,644.0,CZ08
Pořadí dítěte 4. a vyšší,4355WZNP4AV,2014,2014,Hlavní město Praha,CZ010,273.0,CZ01
Pořadí dítěte 4. a vyšší,4355WZNP4AV,2014,2014,Středočeský kraj,CZ020,538.0,CZ02
Pořadí dítěte 4. a vyšší,4355WZNP4AV,2014,2014,Jihočeský kraj,CZ031,257.0,CZ03
Pořadí dítěte 4. a vyšší,4355WZNP4AV,2014,2014,Plzeňský kraj,CZ032,231.0,CZ03
Pořadí dítěte 4. a vyšší,4355WZNP4AV,2014,2014,Karlovarský kraj,CZ041,180.0,CZ04
Pořadí dítěte 4. a vyšší,4355WZNP4AV,2014,2014,Ústecký kraj,CZ042,642.0,CZ04
Pořadí dítěte 4. a vyšší,4355WZNP4AV,2014,2014,Liberecký kraj,CZ051,249.0,CZ05
Pořadí dítěte 4. a vyšší,4355WZNP4AV,2014,2014,Královéhradecký kraj,CZ052,254.0,CZ05
Pořadí dítěte 4. a vyšší,4355WZNP4AV,2014,2014,Pardubický kraj,CZ053,243.0,CZ05
Pořadí dítěte 4. a vyšší,4355WZNP4AV,2014,2014,Kraj Vysočina,CZ063,263.0,CZ06
Pořadí dítěte 4. a vyšší,4355WZNP4AV,2014,2014,Jihomoravský kraj,CZ064,442.0,CZ06
Pořadí dítěte 4. a vyšší,4355WZNP4AV,2014,2014,Olomoucký kraj,CZ071,323.0,CZ07
Pořadí dítěte 4. a vyšší,4355WZNP4AV,2014,2014,Zlínský kraj,CZ072,228.0,CZ07
Pořadí dítěte 4. a vyšší,4355WZNP4AV,2014,2014,Moravskoslezský kraj,CZ080,644.0,CZ08
Pořadí dítěte 4. a vyšší,4355WZNP4AV,2015,2015,Česko,CZ,4667.0,CZ
Pořadí dítěte 4. a vyšší,4355WZNP4AV,2015,2015,Praha,CZ01,311.0,CZ01
Pořadí dítěte 4. a vyšší,4355WZNP4AV,2015,2015,Střední Čechy,CZ02,513.0,CZ02
Pořadí dítěte 4. a vyšší,4355WZNP4AV,2015,2015,Jihozápad,CZ03,502.0,CZ03
Pořadí dítěte 4. a vyšší,4355WZNP4AV,2015,2015,Severozápad,CZ04,779.0,CZ04
Pořadí dítěte 4. a vyšší,4355WZNP4AV,2015,2015,Severovýchod,CZ05,748.0,CZ05
Pořadí dítěte 4. a vyšší,4355WZNP4AV,2015,2015,Jihovýchod,CZ06,644.0,CZ06
Pořadí dítěte 4. a vyšší,4355WZNP4AV,2015,2015,Střední Morava,CZ07,499.0,CZ07
Pořadí dítěte 4. a vyšší,4355WZNP4AV,2015,2015,Moravskoslezsko,CZ08,671.0,CZ08
Pořadí dítěte 4. a vyšší,4355WZNP4AV,2015,2015,Hlavní město Praha,CZ010,311.0,CZ01
Pořadí dítěte 4. a vyšší,4355WZNP4AV,2015,2015,Středočeský kraj,CZ020,513.0,CZ02
Pořadí dítěte 4. a vyšší,4355WZNP4AV,2015,2015,Jihočeský kraj,CZ031,287.0,CZ03
Pořadí dítěte 4. a vyšší,4355WZNP4AV,2015,2015,Plzeňský kraj,CZ032,215.0,CZ03
Pořadí dítěte 4. a vyšší,4355WZNP4AV,2015,2015,Karlovarský kraj,CZ041,183.0,CZ04
Pořadí dítěte 4. a vyšší,4355WZNP4AV,2015,2015,Ústecký kraj,CZ042,596.0,CZ04
Pořadí dítěte 4. a vyšší,4355WZNP4AV,2015,2015,Liberecký kraj,CZ051,239.0,CZ05
Pořadí dítěte 4. a vyšší,4355WZNP4AV,2015,2015,Královéhradecký kraj,CZ052,261.0,CZ05
Pořadí dítěte 4. a vyšší,4355WZNP4AV,2015,2015,Pardubický kraj,CZ053,248.0,CZ05
Pořadí dítěte 4. a vyšší,4355WZNP4AV,2015,2015,Kraj Vysočina,CZ063,211.0,CZ06
Pořadí dítěte 4. a vyšší,4355WZNP4AV,2015,2015,Jihomoravský kraj,CZ064,433.0,CZ06
Pořadí dítěte 4. a vyšší,4355WZNP4AV,2015,2015,Olomoucký kraj,CZ071,274.0,CZ07
Pořadí dítěte 4. a vyšší,4355WZNP4AV,2015,2015,Zlínský kraj,CZ072,225.0,CZ07
Pořadí dítěte 4. a vyšší,4355WZNP4AV,2015,2015,Moravskoslezský kraj,CZ080,671.0,CZ08
Pořadí dítěte 4. a vyšší,4355WZNP4AV,2016,2016,Česko,CZ,4676.0,CZ
Pořadí dítěte 4. a vyšší,4355WZNP4AV,2016,2016,Praha,CZ01,325.0,CZ01
Pořadí dítěte 4. a vyšší,4355WZNP4AV,2016,2016,Střední Čechy,CZ02,485.0,CZ02
Pořadí dítěte 4. a vyšší,4355WZNP4AV,2016,2016,Jihozápad,CZ03,535.0,CZ03
Pořadí dítěte 4. a vyšší,4355WZNP4AV,2016,2016,Severozápad,CZ04,814.0,CZ04
Pořadí dítěte 4. a vyšší,4355WZNP4AV,2016,2016,Severovýchod,CZ05,700.0,CZ05
Pořadí dítěte 4. a vyšší,4355WZNP4AV,2016,2016,Jihovýchod,CZ06,692.0,CZ06
Pořadí dítěte 4. a vyšší,4355WZNP4AV,2016,2016,Střední Morava,CZ07,483.0,CZ07
Pořadí dítěte 4. a vyšší,4355WZNP4AV,2016,2016,Moravskoslezsko,CZ08,642.0,CZ08
Pořadí dítěte 4. a vyšší,4355WZNP4AV,2016,2016,Hlavní město Praha,CZ010,325.0,CZ01
Pořadí dítěte 4. a vyšší,4355WZNP4AV,2016,2016,Středočeský kraj,CZ020,485.0,CZ02
Pořadí dítěte 4. a vyšší,4355WZNP4AV,2016,2016,Jihočeský kraj,CZ031,272.0,CZ03
Pořadí dítěte 4. a vyšší,4355WZNP4AV,2016,2016,Plzeňský kraj,CZ032,263.0,CZ03
Pořadí dítěte 4. a vyšší,4355WZNP4AV,2016,2016,Karlovarský kraj,CZ041,173.0,CZ04
Pořadí dítěte 4. a vyšší,4355WZNP4AV,2016,2016,Ústecký kraj,CZ042,641.0,CZ04
Pořadí dítěte 4. a vyšší,4355WZNP4AV,2016,2016,Liberecký kraj,CZ051,224.0,CZ05
Pořadí dítěte 4. a vyšší,4355WZNP4AV,2016,2016,Královéhradecký kraj,CZ052,240.0,CZ05
Pořadí dítěte 4. a vyšší,4355WZNP4AV,2016,2016,Pardubický kraj,CZ053,236.0,CZ05
Pořadí dítěte 4. a vyšší,4355WZNP4AV,2016,2016,Kraj Vysočina,CZ063,245.0,CZ06
Pořadí dítěte 4. a vyšší,4355WZNP4AV,2016,2016,Jihomoravský kraj,CZ064,447.0,CZ06
Pořadí dítěte 4. a vyšší,4355WZNP4AV,2016,2016,Olomoucký kraj,CZ071,295.0,CZ07
Pořadí dítěte 4. a vyšší,4355WZNP4AV,2016,2016,Zlínský kraj,CZ072,188.0,CZ07
Pořadí dítěte 4. a vyšší,4355WZNP4AV,2016,2016,Moravskoslezský kraj,CZ080,642.0,CZ08
Pořadí dítěte 4. a vyšší,4355WZNP4AV,2017,2017,Česko,CZ,4825.0,CZ
Pořadí dítěte 4. a vyšší,4355WZNP4AV,2017,2017,Praha,CZ01,329.0,CZ01
Pořadí dítěte 4. a vyšší,4355WZNP4AV,2017,2017,Střední Čechy,CZ02,552.0,CZ02
Pořadí dítěte 4. a vyšší,4355WZNP4AV,2017,2017,Jihozápad,CZ03,505.0,CZ03
Pořadí dítěte 4. a vyšší,4355WZNP4AV,2017,2017,Severozápad,CZ04,815.0,CZ04
Pořadí dítěte 4. a vyšší,4355WZNP4AV,2017,2017,Severovýchod,CZ05,688.0,CZ05
Pořadí dítěte 4. a vyšší,4355WZNP4AV,2017,2017,Jihovýchod,CZ06,697.0,CZ06
Pořadí dítěte 4. a vyšší,4355WZNP4AV,2017,2017,Střední Morava,CZ07,550.0,CZ07
Pořadí dítěte 4. a vyšší,4355WZNP4AV,2017,2017,Moravskoslezsko,CZ08,689.0,CZ08
Pořadí dítěte 4. a vyšší,4355WZNP4AV,2017,2017,Hlavní město Praha,CZ010,329.0,CZ01
Pořadí dítěte 4. a vyšší,4355WZNP4AV,2017,2017,Středočeský kraj,CZ020,552.0,CZ02
Pořadí dítěte 4. a vyšší,4355WZNP4AV,2017,2017,Jihočeský kraj,CZ031,285.0,CZ03
Pořadí dítěte 4. a vyšší,4355WZNP4AV,2017,2017,Plzeňský kraj,CZ032,220.0,CZ03
Pořadí dítěte 4. a vyšší,4355WZNP4AV,2017,2017,Karlovarský kraj,CZ041,162.0,CZ04
Pořadí dítěte 4. a vyšší,4355WZNP4AV,2017,2017,Ústecký kraj,CZ042,653.0,CZ04
Pořadí dítěte 4. a vyšší,4355WZNP4AV,2017,2017,Liberecký kraj,CZ051,235.0,CZ05
Pořadí dítěte 4. a vyšší,4355WZNP4AV,2017,2017,Královéhradecký kraj,CZ052,265.0,CZ05
Pořadí dítěte 4. a vyšší,4355WZNP4AV,2017,2017,Pardubický kraj,CZ053,188.0,CZ05
Pořadí dítěte 4. a vyšší,4355WZNP4AV,2017,2017,Kraj Vysočina,CZ063,227.0,CZ06
Pořadí dítěte 4. a vyšší,4355WZNP4AV,2017,2017,Jihomoravský kraj,CZ064,470.0,CZ06
Pořadí dítěte 4. a vyšší,4355WZNP4AV,2017,2017,Olomoucký kraj,CZ071,332.0,CZ07
Pořadí dítěte 4. a vyšší,4355WZNP4AV,2017,2017,Zlínský kraj,CZ072,218.0,CZ07
Pořadí dítěte 4. a vyšší,4355WZNP4AV,2017,2017,Moravskoslezský kraj,CZ080,689.0,CZ08
Pořadí dítěte 4. a vyšší,4355WZNP4AV,2018,2018,Česko,CZ,4949.0,CZ
Pořadí dítěte 4. a vyšší,4355WZNP4AV,2018,2018,Praha,CZ01,357.0,CZ01
Pořadí dítěte 4. a vyšší,4355WZNP4AV,2018,2018,Střední Čechy,CZ02,585.0,CZ02
Pořadí dítěte 4. a vyšší,4355WZNP4AV,2018,2018,Jihozápad,CZ03,506.0,CZ03
Pořadí dítěte 4. a vyšší,4355WZNP4AV,2018,2018,Severozápad,CZ04,834.0,CZ04
Pořadí dítěte 4. a vyšší,4355WZNP4AV,2018,2018,Severovýchod,CZ05,705.0,CZ05
Pořadí dítěte 4. a vyšší,4355WZNP4AV,2018,2018,Jihovýchod,CZ06,727.0,CZ06
Pořadí dítěte 4. a vyšší,4355WZNP4AV,2018,2018,Střední Morava,CZ07,545.0,CZ07
Pořadí dítěte 4. a vyšší,4355WZNP4AV,2018,2018,Moravskoslezsko,CZ08,690.0,CZ08
Pořadí dítěte 4. a vyšší,4355WZNP4AV,2018,2018,Hlavní město Praha,CZ010,357.0,CZ01
Pořadí dítěte 4. a vyšší,4355WZNP4AV,2018,2018,Středočeský kraj,CZ020,585.0,CZ02
Pořadí dítěte 4. a vyšší,4355WZNP4AV,2018,2018,Jihočeský kraj,CZ031,255.0,CZ03
Pořadí dítěte 4. a vyšší,4355WZNP4AV,2018,2018,Plzeňský kraj,CZ032,251.0,CZ03
Pořadí dítěte 4. a vyšší,4355WZNP4AV,2018,2018,Karlovarský kraj,CZ041,165.0,CZ04
Pořadí dítěte 4. a vyšší,4355WZNP4AV,2018,2018,Ústecký kraj,CZ042,669.0,CZ04
Pořadí dítěte 4. a vyšší,4355WZNP4AV,2018,2018,Liberecký kraj,CZ051,228.0,CZ05
Pořadí dítěte 4. a vyšší,4355WZNP4AV,2018,2018,Královéhradecký kraj,CZ052,241.0,CZ05
Pořadí dítěte 4. a vyšší,4355WZNP4AV,2018,2018,Pardubický kraj,CZ053,236.0,CZ05
Pořadí dítěte 4. a vyšší,4355WZNP4AV,2018,2018,Kraj Vysočina,CZ063,224.0,CZ06
Pořadí dítěte 4. a vyšší,4355WZNP4AV,2018,2018,Jihomoravský kraj,CZ064,503.0,CZ06
Pořadí dítěte 4. a vyšší,4355WZNP4AV,2018,2018,Olomoucký kraj,CZ071,326.0,CZ07
