Ukazatel,IndicatorType,Roky,CasR,"ČR, Reg. soudržnosti, Kraje",Uz012,Hodnota,Uz01A
Živě narození - chlapci,4355WZNM2,2005,2005,Severovýchod,CZ05,7528.0,CZ05
Živě narození - chlapci,4355WZNM2,2005,2005,Jihovýchod,CZ06,8290.0,CZ06
Živě narození - chlapci,4355WZNM2,2005,2005,Střední Morava,CZ07,6032.0,CZ07
Živě narození - chlapci,4355WZNM2,2005,2005,Moravskoslezsko,CZ08,6251.0,CZ08
Živě narození - chlapci,4355WZNM2,2005,2005,Hlavní město Praha,CZ010,6011.0,CZ01
Živě narození - chlapci,4355WZNM2,2005,2005,Středočeský kraj,CZ020,6300.0,CZ02
Živě narození - chlapci,4355WZNM2,2005,2005,Jihočeský kraj,CZ031,3157.0,CZ03
Živě narození - chlapci,4355WZNM2,2005,2005,Plzeňský kraj,CZ032,2843.0,CZ03
Živě narození - chlapci,4355WZNM2,2005,2005,Karlovarský kraj,CZ041,1556.0,CZ04
Živě narození - chlapci,4355WZNM2,2005,2005,Ústecký kraj,CZ042,4485.0,CZ04
Živě narození - chlapci,4355WZNM2,2005,2005,Liberecký kraj,CZ051,2164.0,CZ05
Živě narození - chlapci,4355WZNM2,2005,2005,Královéhradecký kraj,CZ052,2817.0,CZ05
Živě narození - chlapci,4355WZNM2,2005,2005,Pardubický kraj,CZ053,2547.0,CZ05
Živě narození - chlapci,4355WZNM2,2005,2005,Kraj Vysočina,CZ063,2633.0,CZ06
Živě narození - chlapci,4355WZNM2,2005,2005,Jihomoravský kraj,CZ064,5657.0,CZ06
Živě narození - chlapci,4355WZNM2,2005,2005,Olomoucký kraj,CZ071,3141.0,CZ07
Živě narození - chlapci,4355WZNM2,2005,2005,Zlínský kraj,CZ072,2891.0,CZ07
Živě narození - chlapci,4355WZNM2,2005,2005,Moravskoslezský kraj,CZ080,6251.0,CZ08
Živě narození - chlapci,4355WZNM2,2006,2006,Česko,CZ,54612.0,CZ
Živě narození - chlapci,4355WZNM2,2006,2006,Praha,CZ01,6486.0,CZ01
Živě narození - chlapci,4355WZNM2,2006,2006,Střední Čechy,CZ02,6596.0,CZ02
Živě narození - chlapci,4355WZNM2,2006,2006,Jihozápad,CZ03,6300.0,CZ03
Živě narození - chlapci,4355WZNM2,2006,2006,Severozápad,CZ04,6295.0,CZ04
Živě narození - chlapci,4355WZNM2,2006,2006,Severovýchod,CZ05,7741.0,CZ05
Živě narození - chlapci,4355WZNM2,2006,2006,Jihovýchod,CZ06,8651.0,CZ06
Živě narození - chlapci,4355WZNM2,2006,2006,Střední Morava,CZ07,6146.0,CZ07
Živě narození - chlapci,4355WZNM2,2006,2006,Moravskoslezsko,CZ08,6397.0,CZ08
Živě narození - chlapci,4355WZNM2,2006,2006,Hlavní město Praha,CZ010,6486.0,CZ01
Živě narození - chlapci,4355WZNM2,2006,2006,Středočeský kraj,CZ020,6596.0,CZ02
Živě narození - chlapci,4355WZNM2,2006,2006,Jihočeský kraj,CZ031,3281.0,CZ03
Živě narození - chlapci,4355WZNM2,2006,2006,Plzeňský kraj,CZ032,3019.0,CZ03
Živě narození - chlapci,4355WZNM2,2006,2006,Karlovarský kraj,CZ041,1712.0,CZ04
Živě narození - chlapci,4355WZNM2,2006,2006,Ústecký kraj,CZ042,4583.0,CZ04
Živě narození - chlapci,4355WZNM2,2006,2006,Liberecký kraj,CZ051,2248.0,CZ05
Živě narození - chlapci,4355WZNM2,2006,2006,Královéhradecký kraj,CZ052,2776.0,CZ05
Živě narození - chlapci,4355WZNM2,2006,2006,Pardubický kraj,CZ053,2717.0,CZ05
Živě narození - chlapci,4355WZNM2,2006,2006,Kraj Vysočina,CZ063,2681.0,CZ06
Živě narození - chlapci,4355WZNM2,2006,2006,Jihomoravský kraj,CZ064,5970.0,CZ06
Živě narození - chlapci,4355WZNM2,2006,2006,Olomoucký kraj,CZ071,3285.0,CZ07
Živě narození - chlapci,4355WZNM2,2006,2006,Zlínský kraj,CZ072,2861.0,CZ07
Živě narození - chlapci,4355WZNM2,2006,2006,Moravskoslezský kraj,CZ080,6397.0,CZ08
Živě narození - chlapci,4355WZNM2,2007,2007,Česko,CZ,58475.0,CZ
Živě narození - chlapci,4355WZNM2,2007,2007,Praha,CZ01,6773.0,CZ01
Živě narození - chlapci,4355WZNM2,2007,2007,Střední Čechy,CZ02,7389.0,CZ02
Živě narození - chlapci,4355WZNM2,2007,2007,Jihozápad,CZ03,6544.0,CZ03
Živě narození - chlapci,4355WZNM2,2007,2007,Severozápad,CZ04,6691.0,CZ04
Živě narození - chlapci,4355WZNM2,2007,2007,Severovýchod,CZ05,8649.0,CZ05
Živě narození - chlapci,4355WZNM2,2007,2007,Jihovýchod,CZ06,9020.0,CZ06
Živě narození - chlapci,4355WZNM2,2007,2007,Střední Morava,CZ07,6677.0,CZ07
Živě narození - chlapci,4355WZNM2,2007,2007,Moravskoslezsko,CZ08,6732.0,CZ08
Živě narození - chlapci,4355WZNM2,2007,2007,Hlavní město Praha,CZ010,6773.0,CZ01
Živě narození - chlapci,4355WZNM2,2007,2007,Středočeský kraj,CZ020,7389.0,CZ02
Živě narození - chlapci,4355WZNM2,2007,2007,Jihočeský kraj,CZ031,3488.0,CZ03
Živě narození - chlapci,4355WZNM2,2007,2007,Plzeňský kraj,CZ032,3056.0,CZ03
Živě narození - chlapci,4355WZNM2,2007,2007,Karlovarský kraj,CZ041,1710.0,CZ04
Živě narození - chlapci,4355WZNM2,2007,2007,Ústecký kraj,CZ042,4981.0,CZ04
Živě narození - chlapci,4355WZNM2,2007,2007,Liberecký kraj,CZ051,2600.0,CZ05
Živě narození - chlapci,4355WZNM2,2007,2007,Královéhradecký kraj,CZ052,3146.0,CZ05
Živě narození - chlapci,4355WZNM2,2007,2007,Pardubický kraj,CZ053,2903.0,CZ05
Živě narození - chlapci,4355WZNM2,2007,2007,Kraj Vysočina,CZ063,2708.0,CZ06
Živě narození - chlapci,4355WZNM2,2007,2007,Jihomoravský kraj,CZ064,6312.0,CZ06
Živě narození - chlapci,4355WZNM2,2007,2007,Olomoucký kraj,CZ071,3514.0,CZ07
Živě narození - chlapci,4355WZNM2,2007,2007,Zlínský kraj,CZ072,3163.0,CZ07
Živě narození - chlapci,4355WZNM2,2007,2007,Moravskoslezský kraj,CZ080,6732.0,CZ08
Živě narození - chlapci,4355WZNM2,2008,2008,Česko,CZ,61326.0,CZ
Živě narození - chlapci,4355WZNM2,2008,2008,Praha,CZ01,7365.0,CZ01
Živě narození - chlapci,4355WZNM2,2008,2008,Střední Čechy,CZ02,7805.0,CZ02
Živě narození - chlapci,4355WZNM2,2008,2008,Jihozápad,CZ03,6919.0,CZ03
Živě narození - chlapci,4355WZNM2,2008,2008,Severozápad,CZ04,6975.0,CZ04
Živě narození - chlapci,4355WZNM2,2008,2008,Severovýchod,CZ05,8844.0,CZ05
Živě narození - chlapci,4355WZNM2,2008,2008,Jihovýchod,CZ06,9662.0,CZ06
Živě narození - chlapci,4355WZNM2,2008,2008,Střední Morava,CZ07,6854.0,CZ07
Živě narození - chlapci,4355WZNM2,2008,2008,Moravskoslezsko,CZ08,6902.0,CZ08
Živě narození - chlapci,4355WZNM2,2008,2008,Hlavní město Praha,CZ010,7365.0,CZ01
Živě narození - chlapci,4355WZNM2,2008,2008,Středočeský kraj,CZ020,7805.0,CZ02
Živě narození - chlapci,4355WZNM2,2008,2008,Jihočeský kraj,CZ031,3657.0,CZ03
Živě narození - chlapci,4355WZNM2,2008,2008,Plzeňský kraj,CZ032,3262.0,CZ03
Živě narození - chlapci,4355WZNM2,2008,2008,Karlovarský kraj,CZ041,1824.0,CZ04
Živě narození - chlapci,4355WZNM2,2008,2008,Ústecký kraj,CZ042,5151.0,CZ04
Živě narození - chlapci,4355WZNM2,2008,2008,Liberecký kraj,CZ051,2641.0,CZ05
Živě narození - chlapci,4355WZNM2,2008,2008,Královéhradecký kraj,CZ052,3204.0,CZ05
Živě narození - chlapci,4355WZNM2,2008,2008,Pardubický kraj,CZ053,2999.0,CZ05
Živě narození - chlapci,4355WZNM2,2008,2008,Kraj Vysočina,CZ063,2909.0,CZ06
Živě narození - chlapci,4355WZNM2,2008,2008,Jihomoravský kraj,CZ064,6753.0,CZ06
Živě narození - chlapci,4355WZNM2,2008,2008,Olomoucký kraj,CZ071,3623.0,CZ07
Živě narození - chlapci,4355WZNM2,2008,2008,Zlínský kraj,CZ072,3231.0,CZ07
Živě narození - chlapci,4355WZNM2,2008,2008,Moravskoslezský kraj,CZ080,6902.0,CZ08
Živě narození - chlapci,4355WZNM2,2009,2009,Česko,CZ,60368.0,CZ
Živě narození - chlapci,4355WZNM2,2009,2009,Praha,CZ01,7491.0,CZ01
Živě narození - chlapci,4355WZNM2,2009,2009,Střední Čechy,CZ02,7743.0,CZ02
Živě narození - chlapci,4355WZNM2,2009,2009,Jihozápad,CZ03,6881.0,CZ03
Živě narození - chlapci,4355WZNM2,2009,2009,Severozápad,CZ04,6708.0,CZ04
Živě narození - chlapci,4355WZNM2,2009,2009,Severovýchod,CZ05,8618.0,CZ05
Živě narození - chlapci,4355WZNM2,2009,2009,Jihovýchod,CZ06,9450.0,CZ06
Živě narození - chlapci,4355WZNM2,2009,2009,Střední Morava,CZ07,6725.0,CZ07
Živě narození - chlapci,4355WZNM2,2009,2009,Moravskoslezsko,CZ08,6752.0,CZ08
Živě narození - chlapci,4355WZNM2,2009,2009,Hlavní město Praha,CZ010,7491.0,CZ01
Živě narození - chlapci,4355WZNM2,2009,2009,Středočeský kraj,CZ020,7743.0,CZ02
Živě narození - chlapci,4355WZNM2,2009,2009,Jihočeský kraj,CZ031,3589.0,CZ03
Živě narození - chlapci,4355WZNM2,2009,2009,Plzeňský kraj,CZ032,3292.0,CZ03
Živě narození - chlapci,4355WZNM2,2009,2009,Karlovarský kraj,CZ041,1796.0,CZ04
Živě narození - chlapci,4355WZNM2,2009,2009,Ústecký kraj,CZ042,4912.0,CZ04
Živě narození - chlapci,4355WZNM2,2009,2009,Liberecký kraj,CZ051,2627.0,CZ05
Živě narození - chlapci,4355WZNM2,2009,2009,Královéhradecký kraj,CZ052,3158.0,CZ05
Živě narození - chlapci,4355WZNM2,2009,2009,Pardubický kraj,CZ053,2833.0,CZ05
Živě narození - chlapci,4355WZNM2,2009,2009,Kraj Vysočina,CZ063,2793.0,CZ06
Živě narození - chlapci,4355WZNM2,2009,2009,Jihomoravský kraj,CZ064,6657.0,CZ06
Živě narození - chlapci,4355WZNM2,2009,2009,Olomoucký kraj,CZ071,3591.0,CZ07
Živě narození - chlapci,4355WZNM2,2009,2009,Zlínský kraj,CZ072,3134.0,CZ07
Živě narození - chlapci,4355WZNM2,2009,2009,Moravskoslezský kraj,CZ080,6752.0,CZ08
Živě narození - chlapci,4355WZNM2,2010,2010,Česko,CZ,60220.0,CZ
Živě narození - chlapci,4355WZNM2,2010,2010,Praha,CZ01,7589.0,CZ01
Živě narození - chlapci,4355WZNM2,2010,2010,Střední Čechy,CZ02,7877.0,CZ02
Živě narození - chlapci,4355WZNM2,2010,2010,Jihozápad,CZ03,6724.0,CZ03
Živě narození - chlapci,4355WZNM2,2010,2010,Severozápad,CZ04,6494.0,CZ04
Živě narození - chlapci,4355WZNM2,2010,2010,Severovýchod,CZ05,8778.0,CZ05
Živě narození - chlapci,4355WZNM2,2010,2010,Jihovýchod,CZ06,9442.0,CZ06
Živě narození - chlapci,4355WZNM2,2010,2010,Střední Morava,CZ07,6689.0,CZ07
Živě narození - chlapci,4355WZNM2,2010,2010,Moravskoslezsko,CZ08,6627.0,CZ08
Živě narození - chlapci,4355WZNM2,2010,2010,Hlavní město Praha,CZ010,7589.0,CZ01
Živě narození - chlapci,4355WZNM2,2010,2010,Středočeský kraj,CZ020,7877.0,CZ02
Živě narození - chlapci,4355WZNM2,2010,2010,Jihočeský kraj,CZ031,3541.0,CZ03
Živě narození - chlapci,4355WZNM2,2010,2010,Plzeňský kraj,CZ032,3183.0,CZ03
Živě narození - chlapci,4355WZNM2,2010,2010,Karlovarský kraj,CZ041,1696.0,CZ04
Živě narození - chlapci,4355WZNM2,2010,2010,Ústecký kraj,CZ042,4798.0,CZ04
Živě narození - chlapci,4355WZNM2,2010,2010,Liberecký kraj,CZ051,2658.0,CZ05
Živě narození - chlapci,4355WZNM2,2010,2010,Královéhradecký kraj,CZ052,3131.0,CZ05
Živě narození - chlapci,4355WZNM2,2010,2010,Pardubický kraj,CZ053,2989.0,CZ05
Živě narození - chlapci,4355WZNM2,2010,2010,Kraj Vysočina,CZ063,2741.0,CZ06
Živě narození - chlapci,4355WZNM2,2010,2010,Jihomoravský kraj,CZ064,6701.0,CZ06
Živě narození - chlapci,4355WZNM2,2010,2010,Olomoucký kraj,CZ071,3545.0,CZ07
Živě narození - chlapci,4355WZNM2,2010,2010,Zlínský kraj,CZ072,3144.0,CZ07
Živě narození - chlapci,4355WZNM2,2010,2010,Moravskoslezský kraj,CZ080,6627.0,CZ08
Živě narození - chlapci,4355WZNM2,2011,2011,Česko,CZ,55789.0,CZ
Živě narození - chlapci,4355WZNM2,2011,2011,Praha,CZ01,7130.0,CZ01
Živě narození - chlapci,4355WZNM2,2011,2011,Střední Čechy,CZ02,7413.0,CZ02
Živě narození - chlapci,4355WZNM2,2011,2011,Jihozápad,CZ03,6110.0,CZ03
Živě narození - chlapci,4355WZNM2,2011,2011,Severozápad,CZ04,6053.0,CZ04
Živě narození - chlapci,4355WZNM2,2011,2011,Severovýchod,CZ05,7880.0,CZ05
Živě narození - chlapci,4355WZNM2,2011,2011,Jihovýchod,CZ06,8989.0,CZ06
Živě narození - chlapci,4355WZNM2,2011,2011,Střední Morava,CZ07,6085.0,CZ07
Živě narození - chlapci,4355WZNM2,2011,2011,Moravskoslezsko,CZ08,6129.0,CZ08
Živě narození - chlapci,4355WZNM2,2011,2011,Hlavní město Praha,CZ010,7130.0,CZ01
Živě narození - chlapci,4355WZNM2,2011,2011,Středočeský kraj,CZ020,7413.0,CZ02
Živě narození - chlapci,4355WZNM2,2011,2011,Jihočeský kraj,CZ031,3291.0,CZ03
Živě narození - chlapci,4355WZNM2,2011,2011,Plzeňský kraj,CZ032,2819.0,CZ03
Živě narození - chlapci,4355WZNM2,2011,2011,Karlovarský kraj,CZ041,1561.0,CZ04
Živě narození - chlapci,4355WZNM2,2011,2011,Ústecký kraj,CZ042,4492.0,CZ04
Živě narození - chlapci,4355WZNM2,2011,2011,Liberecký kraj,CZ051,2341.0,CZ05
Živě narození - chlapci,4355WZNM2,2011,2011,Královéhradecký kraj,CZ052,2833.0,CZ05
Živě narození - chlapci,4355WZNM2,2011,2011,Pardubický kraj,CZ053,2706.0,CZ05
Živě narození - chlapci,4355WZNM2,2011,2011,Kraj Vysočina,CZ063,2627.0,CZ06
Živě narození - chlapci,4355WZNM2,2011,2011,Jihomoravský kraj,CZ064,6362.0,CZ06
Živě narození - chlapci,4355WZNM2,2011,2011,Olomoucký kraj,CZ071,3229.0,CZ07
Živě narození - chlapci,4355WZNM2,2011,2011,Zlínský kraj,CZ072,2856.0,CZ07
Živě narození - chlapci,4355WZNM2,2011,2011,Moravskoslezský kraj,CZ080,6129.0,CZ08
Živě narození - chlapci,4355WZNM2,2012,2012,Česko,CZ,55536.0,CZ
Živě narození - chlapci,4355WZNM2,2012,2012,Praha,CZ01,7225.0,CZ01
Živě narození - chlapci,4355WZNM2,2012,2012,Střední Čechy,CZ02,7345.0,CZ02
Živě narození - chlapci,4355WZNM2,2012,2012,Jihozápad,CZ03,6323.0,CZ03
Živě narození - chlapci,4355WZNM2,2012,2012,Severozápad,CZ04,5600.0,CZ04
Živě narození - chlapci,4355WZNM2,2012,2012,Severovýchod,CZ05,7929.0,CZ05
Živě narození - chlapci,4355WZNM2,2012,2012,Jihovýchod,CZ06,8988.0,CZ06
Živě narození - chlapci,4355WZNM2,2012,2012,Střední Morava,CZ07,6078.0,CZ07
Živě narození - chlapci,4355WZNM2,2012,2012,Moravskoslezsko,CZ08,6048.0,CZ08
Živě narození - chlapci,4355WZNM2,2012,2012,Hlavní město Praha,CZ010,7225.0,CZ01
Živě narození - chlapci,4355WZNM2,2012,2012,Středočeský kraj,CZ020,7345.0,CZ02
Živě narození - chlapci,4355WZNM2,2012,2012,Jihočeský kraj,CZ031,3440.0,CZ03
Živě narození - chlapci,4355WZNM2,2012,2012,Plzeňský kraj,CZ032,2883.0,CZ03
Živě narození - chlapci,4355WZNM2,2012,2012,Karlovarský kraj,CZ041,1440.0,CZ04
Živě narození - chlapci,4355WZNM2,2012,2012,Ústecký kraj,CZ042,4160.0,CZ04
Živě narození - chlapci,4355WZNM2,2012,2012,Liberecký kraj,CZ051,2403.0,CZ05
Živě narození - chlapci,4355WZNM2,2012,2012,Královéhradecký kraj,CZ052,2771.0,CZ05
Živě narození - chlapci,4355WZNM2,2012,2012,Pardubický kraj,CZ053,2755.0,CZ05
Živě narození - chlapci,4355WZNM2,2012,2012,Kraj Vysočina,CZ063,2643.0,CZ06
Živě narození - chlapci,4355WZNM2,2012,2012,Jihomoravský kraj,CZ064,6345.0,CZ06
Živě narození - chlapci,4355WZNM2,2012,2012,Olomoucký kraj,CZ071,3211.0,CZ07
Živě narození - chlapci,4355WZNM2,2012,2012,Zlínský kraj,CZ072,2867.0,CZ07
Živě narození - chlapci,4355WZNM2,2012,2012,Moravskoslezský kraj,CZ080,6048.0,CZ08
Živě narození - chlapci,4355WZNM2,2013,2013,Česko,CZ,54702.0,CZ
Živě narození - chlapci,4355WZNM2,2013,2013,Praha,CZ01,7169.0,CZ01
Živě narození - chlapci,4355WZNM2,2013,2013,Střední Čechy,CZ02,7321.0,CZ02
Živě narození - chlapci,4355WZNM2,2013,2013,Jihozápad,CZ03,6073.0,CZ03
Živě narození - chlapci,4355WZNM2,2013,2013,Severozápad,CZ04,5589.0,CZ04
Živě narození - chlapci,4355WZNM2,2013,2013,Severovýchod,CZ05,7676.0,CZ05
Živě narození - chlapci,4355WZNM2,2013,2013,Jihovýchod,CZ06,8800.0,CZ06
Živě narození - chlapci,4355WZNM2,2013,2013,Střední Morava,CZ07,6144.0,CZ07
Živě narození - chlapci,4355WZNM2,2013,2013,Moravskoslezsko,CZ08,5930.0,CZ08
Živě narození - chlapci,4355WZNM2,2013,2013,Hlavní město Praha,CZ010,7169.0,CZ01
Živě narození - chlapci,4355WZNM2,2013,2013,Středočeský kraj,CZ020,7321.0,CZ02
Živě narození - chlapci,4355WZNM2,2013,2013,Jihočeský kraj,CZ031,3297.0,CZ03
Živě narození - chlapci,4355WZNM2,2013,2013,Plzeňský kraj,CZ032,2776.0,CZ03
Živě narození - chlapci,4355WZNM2,2013,2013,Karlovarský kraj,CZ041,1457.0,CZ04
Živě narození - chlapci,4355WZNM2,2013,2013,Ústecký kraj,CZ042,4132.0,CZ04
Živě narození - chlapci,4355WZNM2,2013,2013,Liberecký kraj,CZ051,2341.0,CZ05
Živě narození - chlapci,4355WZNM2,2013,2013,Královéhradecký kraj,CZ052,2762.0,CZ05
Živě narození - chlapci,4355WZNM2,2013,2013,Pardubický kraj,CZ053,2573.0,CZ05
Živě narození - chlapci,4355WZNM2,2013,2013,Kraj Vysočina,CZ063,2510.0,CZ06
Živě narození - chlapci,4355WZNM2,2013,2013,Jihomoravský kraj,CZ064,6290.0,CZ06
Živě narození - chlapci,4355WZNM2,2013,2013,Olomoucký kraj,CZ071,3253.0,CZ07
Živě narození - chlapci,4355WZNM2,2013,2013,Zlínský kraj,CZ072,2891.0,CZ07
Živě narození - chlapci,4355WZNM2,2013,2013,Moravskoslezský kraj,CZ080,5930.0,CZ08
Živě narození - chlapci,4355WZNM2,2014,2014,Česko,CZ,56410.0,CZ
Živě narození - chlapci,4355WZNM2,2014,2014,Praha,CZ01,7486.0,CZ01
Živě narození - chlapci,4355WZNM2,2014,2014,Střední Čechy,CZ02,7435.0,CZ02
Živě narození - chlapci,4355WZNM2,2014,2014,Jihozápad,CZ03,6238.0,CZ03
Živě narození - chlapci,4355WZNM2,2014,2014,Severozápad,CZ04,5736.0,CZ04
Živě narození - chlapci,4355WZNM2,2014,2014,Severovýchod,CZ05,7871.0,CZ05
Živě narození - chlapci,4355WZNM2,2014,2014,Jihovýchod,CZ06,9422.0,CZ06
Živě narození - chlapci,4355WZNM2,2014,2014,Střední Morava,CZ07,6141.0,CZ07
Živě narození - chlapci,4355WZNM2,2014,2014,Moravskoslezsko,CZ08,6081.0,CZ08
Živě narození - chlapci,4355WZNM2,2014,2014,Hlavní město Praha,CZ010,7486.0,CZ01
Živě narození - chlapci,4355WZNM2,2014,2014,Středočeský kraj,CZ020,7435.0,CZ02
Živě narození - chlapci,4355WZNM2,2014,2014,Jihočeský kraj,CZ031,3290.0,CZ03
Živě narození - chlapci,4355WZNM2,2014,2014,Plzeňský kraj,CZ032,2948.0,CZ03
Živě narození - chlapci,4355WZNM2,2014,2014,Karlovarský kraj,CZ041,1442.0,CZ04
Živě narození - chlapci,4355WZNM2,2014,2014,Ústecký kraj,CZ042,4294.0,CZ04
Živě narození - chlapci,4355WZNM2,2014,2014,Liberecký kraj,CZ051,2304.0,CZ05
Živě narození - chlapci,4355WZNM2,2014,2014,Královéhradecký kraj,CZ052,2794.0,CZ05
Živě narození - chlapci,4355WZNM2,2014,2014,Pardubický kraj,CZ053,2773.0,CZ05
Živě narození - chlapci,4355WZNM2,2014,2014,Kraj Vysočina,CZ063,2785.0,CZ06
Živě narození - chlapci,4355WZNM2,2014,2014,Jihomoravský kraj,CZ064,6637.0,CZ06
Živě narození - chlapci,4355WZNM2,2014,2014,Olomoucký kraj,CZ071,3303.0,CZ07
Živě narození - chlapci,4355WZNM2,2014,2014,Zlínský kraj,CZ072,2838.0,CZ07
Živě narození - chlapci,4355WZNM2,2014,2014,Moravskoslezský kraj,CZ080,6081.0,CZ08
Živě narození - chlapci,4355WZNM2,2015,2015,Česko,CZ,56817.0,CZ
Živě narození - chlapci,4355WZNM2,2015,2015,Praha,CZ01,7691.0,CZ01
Živě narození - chlapci,4355WZNM2,2015,2015,Střední Čechy,CZ02,7418.0,CZ02
Živě narození - chlapci,4355WZNM2,2015,2015,Jihozápad,CZ03,6502.0,CZ03
Živě narození - chlapci,4355WZNM2,2015,2015,Severozápad,CZ04,5593.0,CZ04
Živě narození - chlapci,4355WZNM2,2015,2015,Severovýchod,CZ05,8026.0,CZ05
Živě narození - chlapci,4355WZNM2,2015,2015,Jihovýchod,CZ06,9152.0,CZ06
Živě narození - chlapci,4355WZNM2,2015,2015,Střední Morava,CZ07,6303.0,CZ07
Živě narození - chlapci,4355WZNM2,2015,2015,Moravskoslezsko,CZ08,6132.0,CZ08
Živě narození - chlapci,4355WZNM2,2015,2015,Hlavní město Praha,CZ010,7691.0,CZ01
Živě narození - chlapci,4355WZNM2,2015,2015,Středočeský kraj,CZ020,7418.0,CZ02
Živě narození - chlapci,4355WZNM2,2015,2015,Jihočeský kraj,CZ031,3424.0,CZ03
Živě narození - chlapci,4355WZNM2,2015,2015,Plzeňský kraj,CZ032,3078.0,CZ03
Živě narození - chlapci,4355WZNM2,2015,2015,Karlovarský kraj,CZ041,1414.0,CZ04
Živě narození - chlapci,4355WZNM2,2015,2015,Ústecký kraj,CZ042,4179.0,CZ04
Živě narození - chlapci,4355WZNM2,2015,2015,Liberecký kraj,CZ051,2400.0,CZ05
Živě narození - chlapci,4355WZNM2,2015,2015,Královéhradecký kraj,CZ052,2882.0,CZ05
Živě narození - chlapci,4355WZNM2,2015,2015,Pardubický kraj,CZ053,2744.0,CZ05
Živě narození - chlapci,4355WZNM2,2015,2015,Kraj Vysočina,CZ063,2663.0,CZ06
Živě narození - chlapci,4355WZNM2,2015,2015,Jihomoravský kraj,CZ064,6489.0,CZ06
Živě narození - chlapci,4355WZNM2,2015,2015,Olomoucký kraj,CZ071,3347.0,CZ07
Živě narození - chlapci,4355WZNM2,2015,2015,Zlínský kraj,CZ072,2956.0,CZ07
Živě narození - chlapci,4355WZNM2,2015,2015,Moravskoslezský kraj,CZ080,6132.0,CZ08
Živě narození - chlapci,4355WZNM2,2016,2016,Česko,CZ,57837.0,CZ
Živě narození - chlapci,4355WZNM2,2016,2016,Praha,CZ01,7565.0,CZ01
Živě narození - chlapci,4355WZNM2,2016,2016,Střední Čechy,CZ02,7545.0,CZ02
Živě narození - chlapci,4355WZNM2,2016,2016,Jihozápad,CZ03,6530.0,CZ03
Živě narození - chlapci,4355WZNM2,2016,2016,Severozápad,CZ04,5655.0,CZ04
Živě narození - chlapci,4355WZNM2,2016,2016,Severovýchod,CZ05,8285.0,CZ05
Živě narození - chlapci,4355WZNM2,2016,2016,Jihovýchod,CZ06,9481.0,CZ06
Živě narození - chlapci,4355WZNM2,2016,2016,Střední Morava,CZ07,6481.0,CZ07
Živě narození - chlapci,4355WZNM2,2016,2016,Moravskoslezsko,CZ08,6295.0,CZ08
Živě narození - chlapci,4355WZNM2,2016,2016,Hlavní město Praha,CZ010,7565.0,CZ01
Živě narození - chlapci,4355WZNM2,2016,2016,Středočeský kraj,CZ020,7545.0,CZ02
Živě narození - chlapci,4355WZNM2,2016,2016,Jihočeský kraj,CZ031,3505.0,CZ03
Živě narození - chlapci,4355WZNM2,2016,2016,Plzeňský kraj,CZ032,3025.0,CZ03
Živě narození - chlapci,4355WZNM2,2016,2016,Karlovarský kraj,CZ041,1396.0,CZ04
Živě narození - chlapci,4355WZNM2,2016,2016,Ústecký kraj,CZ042,4259.0,CZ04
Živě narození - chlapci,4355WZNM2,2016,2016,Liberecký kraj,CZ051,2557.0,CZ05
Živě narození - chlapci,4355WZNM2,2016,2016,Královéhradecký kraj,CZ052,2880.0,CZ05
Živě narození - chlapci,4355WZNM2,2016,2016,Pardubický kraj,CZ053,2848.0,CZ05
Živě narození - chlapci,4355WZNM2,2016,2016,Kraj Vysočina,CZ063,2702.0,CZ06
Živě narození - chlapci,4355WZNM2,2016,2016,Jihomoravský kraj,CZ064,6779.0,CZ06
Živě narození - chlapci,4355WZNM2,2016,2016,Olomoucký kraj,CZ071,3475.0,CZ07
Živě narození - chlapci,4355WZNM2,2016,2016,Zlínský kraj,CZ072,3006.0,CZ07
Živě narození - chlapci,4355WZNM2,2016,2016,Moravskoslezský kraj,CZ080,6295.0,CZ08
Živě narození - chlapci,4355WZNM2,2017,2017,Česko,CZ,58671.0,CZ
Živě narození - chlapci,4355WZNM2,2017,2017,Praha,CZ01,7970.0,CZ01
Živě narození - chlapci,4355WZNM2,2017,2017,Střední Čechy,CZ02,7957.0,CZ02
Živě narození - chlapci,4355WZNM2,2017,2017,Jihozápad,CZ03,6580.0,CZ03
Živě narození - chlapci,4355WZNM2,2017,2017,Severozápad,CZ04,5640.0,CZ04
Živě narození - chlapci,4355WZNM2,2017,2017,Severovýchod,CZ05,8166.0,CZ05
Živě narození - chlapci,4355WZNM2,2017,2017,Jihovýchod,CZ06,9674.0,CZ06
Živě narození - chlapci,4355WZNM2,2017,2017,Střední Morava,CZ07,6488.0,CZ07
Živě narození - chlapci,4355WZNM2,2017,2017,Moravskoslezsko,CZ08,6196.0,CZ08
Živě narození - chlapci,4355WZNM2,2017,2017,Hlavní město Praha,CZ010,7970.0,CZ01
Živě narození - chlapci,4355WZNM2,2017,2017,Středočeský kraj,CZ020,7957.0,CZ02
Živě narození - chlapci,4355WZNM2,2017,2017,Jihočeský kraj,CZ031,3489.0,CZ03
Živě narození - chlapci,4355WZNM2,2017,2017,Plzeňský kraj,CZ032,3091.0,CZ03
Živě narození - chlapci,4355WZNM2,2017,2017,Karlovarský kraj,CZ041,1375.0,CZ04
Živě narození - chlapci,4355WZNM2,2017,2017,Ústecký kraj,CZ042,4265.0,CZ04
